Raw Date,Day,Month,Year,Beta 0,Beta 1,Beta 2,Beta 3,Tau 1,Tau 2,Ext_Error
43516.0,20,2,2019,7.4667,-1.1173,0.0091,3.4806,20.0,8.8478,0
40592.0,18,2,2011,8.7572,-3.3077,0.94519,-3.2212,0.25089,1.6529,0
40956.0,17,2,2012,9.4203,-0.38568,-2.924,-3.2045,0.89583,6.0767,0
41325.0,20,2,2013,8.2769,-0.33595,-0.78791,-0.69757,7.1357,1.0904,0
41690.0,20,2,2014,9.33564787123033,-0.772066189628748,-10.0,9.06139230387659,1.19112046115822,1.0,0
43151.0,20,2,2018,7.77866324889777,-1.72993204003725,2.45821435430207,0.727741005972154,5.30605363487217,5.30557175004268,0
40620.0,18,3,2011,8.6041,-3.2367,-0.047403,-3.6198,0.11851,1.2524,0
40988.0,20,3,2012,10.767,-1.6201,-4.3813,-6.5565,1.1576,9.9393,0
41353.0,20,3,2013,8.3237,-0.32093,-1.7614,-0.8033,0.78319,4.1068,0
41718.0,20,3,2014,9.15577702961552,1.23083206489304,-3.35024554981459,-2.27030430869575,0.00141859173251897,1.0,0
42447.0,18,3,2016,8.28890173337001,-1.26319728718876,-1.38891941598775,-0.847177810735459,0.904717359435735,5.4121737817025,0
42814.0,20,3,2017,7.67926771039929,-1.95910756807291,2.40094338160834,-0.906801690510594,4.77215105074074,7.85563195752471,0
43179.0,20,3,2018,7.57869736584634,-1.58994171057665,2.47610623383025,1.11241772902713,5.69919573478554,5.69965172034957,0
40288.0,20,4,2010,8.8401,-5.4071,0.0038307,-3.9883,0.59496,1.0,0
40653.0,20,4,2011,8.8119,-1.8948,-0.00031485,1.8053,5.4364,1.0,0
41746.0,17,4,2014,9.30927243511836,0.349285430787637,-8.31969442992636,-2.91478533274967,0.00795362779502802,1.0,0
41074.0,14,6,2012,9.953,-1.8107,-1.3884,-1.736,15.0,1.0,0
42167.0,12,6,2015,8.05575731234615,-0.475354621294546,1.01958989304566,-1.14950507579257,2.06674123533442,1.12872740290453,0
42535.0,14,6,2016,7.93870440255805,-1.27396336564115,-0.808036660444639,-0.238230633605453,1.18477126822527,1.18156070846369,0
42900.0,14,6,2017,7.2347414813937,-0.974570597965607,0.397001684910108,-0.965675468938916,3.46317213356229,1.85290638127586,0
43265.0,14,6,2018,8.02101751053233,-2.05508257644495,2.3864749960199,1.64769914200124,3.35627586656107,1.0,0
43658.0,12,7,2019,7.1,-1.3103,-19.3693,18.577,2.2589,2.2589,0
40373.0,14,7,2010,8.796,-3.9187,0.36609,1.0891,3.0628,1.8374,0
