ID,Location,Age,Gender,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,B6,B7,B8,B9
772,5,40,1,1,6,4,5,4,1,1,1,0,0,1,0,1,0
773,7,23,1,4,5,4,3,4,1,1,0,0,1,0,1,0,0
774,7,21,2,3,4,4,3,4,1,1,0,0,0,0,0,1,0
775,7,17,2,1,4,4,1,1,1,1,1,0,0,0,1,0,0
776,7,38,2,1,6,6,2,3,1,1,1,1,1,0,0,0,0
777,7,16,1,1,4,5,1,2,1,1,1,0,0,0,0,1,0
778,7,35,2,3,4,5,5,2,0,1,0,0,1,0,0,1,0
779,7,27,1,1,4,2,5,2,1,1,0,0,0,0,0,0,1
780,7,35,2,1,6,6,1,4,1,1,1,0,0,0,1,0,1
781,7,44,2,1,4,4,1,1,1,1,1,0,0,0,0,0,1
782,7,32,1,1,6,5,1,5,1,1,0,0,0,0,0,0,0
783,7,28,2,1,4,4,2,1,1,0,1,0,0,0,1,0,0
784,7,35,1,4,6,5,2,5,0,1,0,0,0,0,0,1,1
785,7,40,1,2,6,6,3,2,1,1,1,0,0,0,0,1,1
786,7,36,2,1,6,6,1,3,0,1,0,0,0,0,0,0,0
787,7,16,1,1,6,6,1,5,1,1,0,0,0,0,0,0,1
788,7,17,1,3,4,3,4,5,1,1,0,0,0,0,1,1,1
789,7,24,1,1,5,5,2,3,1,1,1,0,0,0,0,1,0
790,7,16,2,2,5,2,2,2,1,1,1,0,0,0,0,0,1
791,7,42,1,1,6,6,2,3,1,1,0,0,0,0,0,1,1
792,7,30,1,1,4,4,1,3,1,1,1,0,0,0,0,1,0
793,7,22,1,1,6,5,1,5,1,1,0,0,0,0,0,1,0
794,7,45,2,2,6,5,6,3,1,1,0,0,0,0,0,0,0
795,7,20,2,2,5,4,3,3,1,1,1,0,0,0,0,1,1
796,7,28,2,2,4,5,4,3,1,1,1,0,0,0,0,1,0
797,5,17,2,4,5,6,3,5,1,1,0,0,0,1,0,1,0
798,5,27,2,1,4,5,3,2,1,1,0,0,0,1,0,1,1
799,5,16,1,3,4,5,4,2,0,1,0,0,0,1,0,1,1
800,5,17,2,1,6,6,1,3,1,1,1,0,0,0,1,0,1
801,5,30,2,2,4,4,3,2,1,1,1,0,0,0,0,0,1
802,5,41,2,1,6,5,3,1,1,1,0,0,0,0,0,0,1
803,5,33,2,1,6,4,6,3,0,1,0,0,0,0,0,1,1
804,5,34,2,1,5,5,1,1,0,1,1,0,0,0,1,0,1
805,5,35,1,1,6,6,1,2,1,1,0,0,0,0,1,0,1
806,5,17,1,1,6,5,5,2,1,1,1,0,0,0,0,0,1
807,5,25,2,1,4,6,1,2,1,1,0,0,0,0,0,0,0
808,5,41,2,2,4,5,3,3,0,1,0,0,0,0,1,0,0
809,5,37,2,2,6,3,3,5,1,1,1,0,0,0,0,1,0
810,5,35,1,1,4,6,1,4,0,1,1,0,0,0,0,0,1
811,5,44,2,1,6,5,4,1,1,1,0,0,0,0,0,0,1
812,1,28,2,1,5,6,2,3,0,1,1,0,0,0,0,0,1
813,1,22,1,1,6,2,2,4,1,1,1,0,0,0,0,1,1
814,1,18,2,2,5,2,6,5,1,1,0,0,0,0,1,0,0
815,1,18,1,3,6,4,1,3,1,1,0,0,0,1,1,0,0
816,1,32,2,5,4,5,3,3,1,1,0,0,0,0,0,0,0
817,1,18,2,2,6,6,4,2,0,1,0,0,0,0,0,1,0
818,1,21,1,3,5,4,3,4,0,1,0,0,0,0,0,1,1
819,1,35,2,1,4,5,3,4,0,1,0,0,0,0,0,1,0
820,1,44,2,5,6,6,6,5,0,1,0,0,0,0,0,1,1
821,1,37,1,2,6,5,1,3,0,0,0,0,0,1,0,1,1
822,1,19,1,1,4,4,1,3,1,1,0,0,0,0,0,0,1
823,1,28,1,3,2,4,5,4,1,1,0,0,0,0,1,0,0
824,1,39,2,1,5,6,1,5,1,1,0,0,0,0,1,0,1
825,1,45,1,6,6,6,1,4,1,1,1,0,0,0,0,1,1
826,3,16,1,2,5,6,2,5,1,0,0,0,1,0,0,1,0
827,3,24,1,2,4,5,2,1,0,1,0,0,0,0,0,1,0
828,3,19,1,4,4,4,3,3,0,1,0,0,0,0,0,0,0
829,3,18,1,2,6,6,2,5,1,1,0,0,0,0,0,0,1
830,3,30,2,1,6,6,1,6,0,1,0,0,0,0,0,1,1
831,3,19,1,1,5,5,2,2,1,0,0,0,0,0,0,1,1
832,3,38,1,2,6,2,5,2,0,1,0,0,0,0,0,1,1
833,3,35,2,1,6,3,2,4,1,1,1,0,0,0,0,0,1
834,3,22,2,4,4,5,2,1,1,1,0,0,0,0,0,0,0
835,3,25,2,2,6,6,3,4,1,1,1,0,0,0,0,1,1
836,3,16,1,2,4,4,2,2,1,1,1,0,0,0,1,1,0
837,5,18,2,3,5,3,5,4,1,1,0,0,0,0,0,1,1
838,5,21,1,3,4,4,1,3,1,1,1,0,0,0,1,1,1
839,5,20,2,1,6,6,1,3,1,1,1,0,0,0,0,1,1
840,5,18,2,3,4,4,3,5,1,1,0,0,0,0,0,0,0
841,5,19,1,1,6,5,2,3,0,1,1,0,0,0,0,1,0
842,5,22,1,1,6,5,2,3,0,1,0,0,0,0,0,0,1
843,5,35,2,1,4,4,1,4,1,1,0,0,0,0,0,0,1
844,2,21,1,1,4,4,5,1,0,1,0,0,0,0,0,0,1
845,2,30,2,1,6,1,6,6,0,1,0,0,0,0,0,1,0
846,2,16,2,1,4,4,2,1,0,1,1,0,0,0,1,0,0
847,2,36,2,1,5,5,5,4,0,1,0,0,0,1,0,1,0
848,2,21,2,3,5,4,5,3,0,1,0,0,0,0,0,0,0
849,7,21,1,2,4,3,3,5,1,0,0,1,0,1,0,1,1
850,7,18,2,3,4,4,3,4,1,1,1,0,0,0,1,0,1
851,7,28,1,3,5,4,4,2,0,1,0,0,0,0,0,0,0
852,7,32,2,1,4,3,1,3,1,1,0,0,0,0,0,0,0
853,7,17,1,4,5,4,3,3,1,1,0,0,0,0,0,1,0
854,7,17,1,2,6,6,3,4,0,0,0,0,0,0,0,1,0
855,7,25,2,2,4,4,2,3,0,1,1,0,0,0,0,0,1
856,3,42,1,4,4,5,5,3,1,1,1,0,0,0,0,1,1
857,3,26,1,2,5,5,2,3,1,1,1,0,0,0,0,0,1
858,3,45,1,1,6,3,1,2,0,1,0,0,0,0,1,1,0
859,3,18,2,3,6,4,1,4,1,0,1,0,1,0,1,1,0
860,3,24,1,1,5,2,2,1,0,1,1,0,0,0,1,0,1
861,1,34,2,1,6,2,1,4,1,1,1,0,0,0,0,1,0
862,1,34,2,2,5,3,3,3,1,1,0,0,0,0,0,1,0
863,1,39,2,1,5,5,2,5,1,0,0,0,0,0,1,0,0
864,5,42,2,1,5,6,2,4,1,1,0,0,0,0,0,1,1
865,2,43,2,2,6,6,1,3,1,0,1,0,0,0,0,0,1
866,2,30,2,1,6,4,3,5,1,0,0,0,1,0,0,1,1
867,2,18,2,1,6,6,1,1,0,1,1,0,0,0,1,1,0
868,2,21,1,2,4,2,2,4,1,1,1,0,0,0,0,1,0
869,2,38,1,6,6,3,1,3,1,1,1,0,0,0,0,0,1
870,2,17,2,4,4,4,3,3,1,1,0,0,0,0,0,0,1
871,2,21,2,1,6,5,6,6,1,1,1,0,0,0,0,1,0
872,2,35,1,1,5,5,5,2,1,0,0,0,0,0,0,1,0
873,2,21,2,1,5,4,2,3,1,1,1,0,0,0,0,1,1
874,2,20,2,1,4,4,3,3,1,1,1,0,0,0,0,0,0
875,2,24,2,2,6,5,2,3,1,1,0,0,0,0,0,0,0
876,2,35,2,2,6,6,2,3,1,0,1,0,0,0,0,1,0
877,1,35,1,1,5,4,2,3,1,1,1,0,0,0,0,1,1
878,2,23,2,1,5,1,1,6,1,0,0,0,1,0,0,1,1
879,2,40,2,1,4,4,1,3,1,1,1,0,0,0,1,1,0
880,2,45,1,1,6,2,1,4,1,1,1,0,0,1,0,1,1
881,2,17,2,2,4,2,4,3,1,1,1,0,0,0,0,0,1
882,2,20,2,1,6,5,1,1,1,1,1,0,0,0,0,1,1
883,5,21,1,2,4,2,3,2,1,0,0,0,0,0,0,1,1
884,5,26,1,1,6,6,3,6,1,0,0,0,1,0,1,0,1
885,1,27,2,1,4,4,2,4,1,1,1,0,0,0,0,1,0
886,1,40,1,1,6,6,1,1,0,1,0,0,0,0,0,0,0
887,1,40,1,2,4,5,2,3,1,1,0,0,0,0,0,0,0
888,1,21,1,4,6,6,3,3,1,1,0,0,1,0,0,1,1
889,1,24,2,2,5,5,2,3,0,1,1,0,0,0,0,0,0
890,1,16,2,2,5,5,2,5,1,1,0,0,0,0,0,0,0
891,5,44,1,3,6,6,4,6,1,1,0,0,0,0,0,0,0
892,4,17,1,1,6,5,2,1,0,1,1,0,0,0,0,0,0
893,5,22,1,3,6,5,3,4,1,1,0,1,1,0,0,0,1
894,4,24,2,1,5,5,5,4,1,1,0,0,0,1,0,1,0
895,4,30,1,3,4,3,3,3,0,1,1,0,0,0,0,1,0
896,2,40,1,3,5,5,2,3,1,1,0,0,0,1,1,0,1
897,2,30,1,1,5,3,3,4,1,1,1,0,0,0,1,1,1
898,3,20,2,4,6,4,3,4,0,1,1,0,0,0,0,1,0
899,3,30,1,2,5,5,5,3,1,0,0,0,0,0,0,1,0
900,3,44,2,1,6,6,6,6,1,0,0,0,1,0,0,1,1
901,3,42,2,1,5,4,1,2,1,1,0,0,0,0,0,0,1
902,3,40,2,1,6,6,3,3,1,1,1,0,0,0,1,1,0
903,5,30,2,2,5,4,4,3,1,1,0,0,0,0,0,1,0
904,5,25,2,1,5,5,5,3,1,1,1,0,0,0,0,1,0
905,6,17,1,3,5,5,5,3,1,0,0,0,0,0,0,1,0
906,6,32,1,4,4,4,4,3,1,1,0,0,0,1,1,0,1
907,6,20,2,3,4,5,4,5,1,1,0,0,0,0,1,1,0
908,6,22,1,2,5,4,4,4,0,1,1,0,0,0,0,1,1
909,6,22,1,2,6,5,5,4,1,1,1,0,0,0,0,1,0
910,6,29,1,4,5,5,2,4,1,1,0,0,0,0,0,1,0
911,6,38,1,3,4,4,4,4,1,0,0,1,1,0,0,0,1
912,6,40,1,1,5,5,2,5,1,0,0,1,0,0,0,1,1
913,6,29,1,2,6,6,4,4,1,0,0,1,1,0,0,1,0
914,6,40,2,2,4,4,3,4,1,1,0,0,0,0,0,1,0
915,6,45,1,2,5,2,4,5,1,1,0,0,0,0,0,0,1
916,6,25,2,1,6,3,3,4,1,0,0,0,0,0,0,1,0
917,6,45,2,1,6,6,1,2,1,1,0,0,0,0,0,0,0
918,6,22,1,3,6,4,2,4,1,0,0,0,0,0,0,1,0
919,6,18,2,2,5,4,4,4,1,1,0,0,0,0,0,1,1
920,6,35,1,5,6,6,2,5,1,1,0,0,0,0,0,1,0
921,6,20,1,1,6,4,4,4,1,1,0,0,1,0,0,1,1
922,6,32,1,3,4,4,3,4,1,1,0,0,1,0,0,1,1
923,4,20,2,1,5,4,3,3,1,0,0,0,1,1,0,1,1
924,3,25,2,6,4,5,3,4,1,1,0,0,0,1,0,1,1
925,3,40,2,2,5,5,5,2,1,1,0,0,0,0,1,0,0
926,3,44,2,2,5,4,3,3,1,1,0,0,0,0,0,0,0
927,3,44,2,2,6,5,3,3,0,1,1,0,0,0,1,0,1
928,3,24,2,1,6,6,2,1,0,1,0,0,0,0,0,0,1
929,3,35,2,3,5,4,3,4,1,1,0,0,0,0,0,1,0
930,3,23,2,2,5,3,2,4,1,1,0,0,0,0,0,1,1
931,3,35,2,1,6,6,1,2,0,1,0,0,0,0,0,1,0
932,3,35,2,1,6,6,1,6,1,0,0,1,1,0,0,1,1
933,3,26,1,2,6,5,5,2,1,1,0,0,0,0,0,1,1
934,4,30,2,2,5,5,4,5,1,1,0,0,1,1,0,1,1
935,1,19,1,1,6,6,6,2,1,0,0,0,0,0,1,0,0
936,1,21,2,2,6,4,3,4,1,1,0,0,0,0,1,1,0
937,1,25,2,3,6,4,5,2,1,1,0,0,0,0,0,1,0
938,6,18,1,1,5,4,2,1,1,1,1,0,0,0,1,1,1
939,6,18,2,2,6,6,4,3,1,1,0,0,0,0,1,1,0
940,3,44,1,3,4,4,4,3,1,1,0,0,0,0,0,1,0
941,3,29,1,1,5,4,1,3,0,1,1,0,0,0,0,0,1
942,3,23,2,5,4,3,2,2,1,1,0,0,0,0,0,1,1
943,3,23,1,2,4,4,4,2,1,1,0,0,0,1,1,0,1
944,3,32,1,1,6,5,1,3,0,1,1,0,0,0,0,0,0
945,4,25,1,2,5,4,2,4,1,1,0,0,0,0,0,1,1
946,4,27,1,2,6,4,5,3,1,1,0,0,0,0,1,1,1
947,4,23,2,1,5,5,5,4,1,0,0,0,0,0,0,1,0
948,4,26,2,1,5,4,1,3,0,1,1,0,0,0,0,1,1
949,4,20,1,2,4,4,3,3,1,1,0,0,0,1,0,1,0
950,4,21,1,1,6,6,1,5,1,0,0,1,1,1,1,1,1
951,4,16,1,1,6,4,3,4,1,1,0,0,0,0,0,0,1
952,4,16,1,5,4,5,4,2,1,1,0,0,0,0,0,1,0
953,4,24,1,1,5,2,2,5,1,0,1,0,0,0,0,1,1
954,4,42,1,1,6,6,1,5,1,1,1,0,0,0,0,1,0
955,7,30,2,1,5,6,1,4,1,1,0,0,0,0,0,1,1
956,7,26,1,3,5,5,2,4,1,1,0,0,0,0,0,1,0
957,7,38,2,2,6,4,2,3,1,1,0,0,0,0,0,1,1
958,7,26,2,1,5,4,3,4,1,1,1,0,1,0,1,0,0
959,7,45,2,2,6,4,5,3,1,0,0,0,0,0,0,0,1
960,7,16,1,1,6,5,2,5,1,1,1,0,0,0,1,0,1
961,3,20,2,2,4,5,4,4,1,1,0,0,0,0,0,1,0
962,3,23,2,2,4,5,2,5,1,1,0,0,0,0,0,1,1
963,3,43,1,1,6,5,6,5,1,1,0,0,0,0,0,0,1
964,3,21,2,1,4,5,4,2,0,1,1,0,0,0,0,1,1
965,3,38,2,2,4,4,4,3,0,1,1,0,0,0,1,0,1
966,3,28,2,3,4,5,2,2,1,1,0,0,0,0,0,1,1
967,3,25,1,2,6,4,1,2,1,0,0,0,1,0,1,1,0
968,3,19,1,4,4,3,1,2,1,1,1,0,0,0,0,0,1
969,3,16,1,2,5,2,2,3,1,1,0,0,0,0,0,0,0
970,3,45,1,3,6,5,3,2,1,1,0,0,0,0,1,0,1
971,3,25,1,2,2,6,1,6,0,1,0,0,0,0,0,1,0
972,3,25,1,2,6,6,2,4,1,1,1,0,0,0,1,1,0
973,7,32,2,3,5,5,3,4,1,1,1,0,0,0,0,0,0
974,7,18,1,1,4,5,5,2,1,1,0,0,0,1,0,1,0
975,7,24,1,1,4,2,3,2,1,1,1,0,0,0,0,1,0
976,7,37,2,3,4,2,1,3,1,1,0,0,0,0,0,1,0
977,7,35,1,2,6,3,3,3,0,1,1,0,0,0,0,1,0
978,7,40,1,5,4,4,1,5,1,1,0,0,0,0,0,0,0
979,7,30,1,1,5,5,2,2,0,0,1,0,0,0,0,1,1
980,7,35,1,1,6,6,5,4,1,1,0,0,0,0,1,1,1
981,7,28,1,2,4,5,2,3,1,1,0,0,0,1,0,0,0
982,7,45,1,3,6,6,6,3,0,1,1,0,0,1,0,1,0
983,7,30,2,6,6,4,5,6,0,1,1,0,0,0,0,1,1
984,7,30,1,1,6,5,5,3,1,1,0,0,0,0,0,1,0
985,7,45,2,1,6,6,1,2,1,0,0,0,1,0,0,1,1
986,7,18,1,4,6,6,1,6,0,1,0,0,0,0,0,1,1
987,4,21,1,1,6,6,5,2,1,1,0,0,0,0,0,1,1
988,4,32,2,3,6,3,4,4,1,0,1,0,0,0,1,1,0
989,4,39,2,1,6,5,4,4,0,1,0,0,0,0,0,1,1
990,4,39,2,3,4,5,4,4,1,1,0,0,0,0,0,1,0
991,4,28,1,4,6,6,2,4,1,1,1,0,0,0,0,1,1
992,4,34,2,1,5,5,6,3,0,1,0,0,0,0,0,1,0
993,4,35,2,1,6,6,6,4,1,1,0,0,0,0,0,1,0
994,4,21,1,1,4,5,2,3,1,1,1,0,0,0,0,0,1
995,3,23,1,1,6,6,1,5,1,1,0,0,1,0,0,0,1
996,3,21,1,1,6,6,2,4,1,1,1,0,1,0,0,1,0
997,3,21,1,1,6,1,4,3,1,1,0,0,0,0,0,0,1
998,3,25,2,2,5,5,5,3,1,1,1,0,0,0,0,0,0
999,3,21,1,5,6,6,1,3,1,1,0,0,0,0,0,0,1
1000,3,21,1,1,5,5,2,5,1,0,0,0,0,0,0,1,1
