"","w12","w13","w21"
"1970-12-04 05:30:00",0.969485451841632,0.78045901234213,0.0305145481583679
"1970-12-05 05:30:00",0.970431513098089,0.844063507190583,0.0295684869019105
"1970-12-06 05:30:00",0.967950718985409,0.884644057236115,0.0320492810145906
"1970-12-07 05:30:00",0.969235277854264,0.863139134991833,0.0307647221457356
"1970-12-08 05:30:00",0.970149594936046,0.871350632254826,0.0298504050639539
"1970-12-09 05:30:00",0.971434851900244,0.871756709078068,0.0285651480997562
"1970-12-10 05:30:00",0.991683072830563,0.854506794505393,0.0083169271694372
"1970-12-11 05:30:00",0.991499159710873,0.852520604589802,0.00850084028912719
"1970-12-12 05:30:00",0.991735462077439,0.852068847613283,0.00826453792256096
"1970-12-13 05:30:00",0.991579266516252,0.849068843091139,0.00842073348374837
"1970-12-14 05:30:00",0.99077208192508,0.855218266247694,0.00922791807492009
"1970-12-15 05:30:00",0.990577093037915,0.850574208199374,0.00942290696208474
"1970-12-16 05:30:00",0.990612082827943,0.848610210154702,0.00938791717205701
"1970-12-17 05:30:00",0.992056554279874,0.886363878728493,0.00794344572012595
"1970-12-18 05:30:00",0.991900435771626,0.978527260625121,0.00809956422837379
"1970-12-19 05:30:00",0.989409646740752,0.960921526504744,0.0105903532592478
"1970-12-20 05:30:00",0.986619076730905,0.952378662543441,0.0133809232690946
"1970-12-21 05:30:00",0.985940648563515,0.954902756782801,0.0140593514364846
"1970-12-22 05:30:00",0.983462140774957,0.939400502970071,0.0165378592250432
