"","beta12","beta13","beta21","beta23","beta31","beta32"
"1971-01-21 05:30:00",0.0513790906924591,3.58891357373497,0.0513790906924591,0.00768340118330025,3.58891357373497,3.0807077263712
"1971-01-22 05:30:00",0.0514787590823996,2.62854099018147,0.0514787590823996,0.00814140062775799,2.62854099018147,2.40922587392008
"1971-01-23 05:30:00",0.0480081398091691,2.48409512919598,0.0480081398091691,0.00761463650382363,2.48409512919598,2.23231430656687
"1971-01-24 05:30:00",0.0570443723568805,2.65954537373753,0.0570443723568805,0.00838425837134808,2.65954537373753,2.52549359070958
"1971-01-25 05:30:00",0.0546860220152223,3.00469535249893,0.0546860220152223,0.00835062858658783,3.00469535249893,2.42351051005603
"1971-01-26 05:30:00",0.0540974670135434,2.97841005026759,0.0540974670135434,0.00841106919172088,2.97841005026759,2.3463882578418
"1971-01-27 05:30:00",0.0506670258820442,3.36212891946666,0.0506670258820442,0.008373667163029,3.36212891946666,2.24213362916102
"1971-01-28 05:30:00",0.0460382449466816,3.2203768754709,0.0460382449466816,0.00828250403887225,3.2203768754709,2.16409612149251
"1971-01-29 05:30:00",0.0417151036292529,3.1394245485126,0.0417151036292529,0.00845751481943768,3.1394245485126,1.98945176786197
"1971-01-30 05:30:00",0.0364474482332048,3.03405050117597,0.0364474482332048,0.00836908197009933,3.03405050117597,1.85395842528353
"1971-01-31 05:30:00",0.037491020649969,2.8721995378981,0.037491020649969,0.0081263165364822,2.8721995378981,1.72764777824818
"1971-02-01 05:30:00",0.0469886349667289,2.91165603350854,0.0469886349667289,0.00899641886227228,2.91165603350854,2.57669425795544
"1971-02-02 05:30:00",0.038884676035371,2.89375144888649,0.038884676035371,0.00884536388875658,2.89375144888649,2.53642257178169
"1971-02-03 05:30:00",0.0434107310080176,2.92437751521736,0.0434107310080176,0.00862689461712817,2.92437751521736,2.61460022506375
"1971-02-04 05:30:00",0.0450773309347593,3.05236208920081,0.0450773309347593,0.00865052104475652,3.05236208920081,2.54424455158629
