DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Total Irrigation Charges (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
1608,Haryana-3-19-2,39,1,793.5,0,21.6,0,241,0,2950,1984.451,0,82536
1609,Haryana-3-19-3,48,1.2,956,0,3,23,301,0,2250,2005.035,0,230985
1610,Haryana-3-19-4,60,1.4,1105.1,0,26.9,0,342,0,3548,5124.402,0,131758
1611,Haryana-3-19-5,70,2.2,1392,0,5,36,482,0,4800,5590.684,0,213677
1612,Haryana-3-19-6,108,3,1912.9,0,57.6,0,746,0,9075,4839.142,0,135521
1613,Haryana-3-19-7,160,4,2406,0,77,0,918,0,11800,3467.692,0,137721
1614,Haryana-3-19-8,190,5,3027.6,0,12.3,100,1228,0,14015,10165.215,0,909198
1615,Haryana-3-19-9,250,6.4,3924,0,16,124,1363,0,16130,6166.298,0,826280
1616,Haryana-3-20-1,15,0.4,426,0,8,0,55,0,600,12314,0,61275
1617,Haryana-3-20-10,95,2.6,1974,0,0,47,507,0,3600,63670,0,373878
1618,Haryana-3-20-2,27,0.7,546,0,0,13.5,156,0,1200,20144,0,530511
1619,Haryana-3-20-3,38,1.2,855.667,0,17,0,234,0,3600,25720,0,101674
1620,Haryana-3-20-4,46,1.3,1020.833,0,0,21.5,234,0,3600,27084,0,355328
1621,Haryana-3-20-5,35,1,739.667,0,0,18,195,0,1500,20731,0,422512
1622,Haryana-3-20-6,90,2.6,2086.333,0,43,0,507,0,7200,57670,0,424388
1623,Haryana-3-20-7,46,1.2,846,0,21,0,234,0,3000,27344,0,119206
1624,Haryana-3-20-8,98,2.6,2030,0,47,0,507,0,7200,54360.049,0,155244
1625,Haryana-3-20-9,90,2.4,1928,0,43,0,468,0,3000,46104,0,145763
1626,Haryana-3-21-1,33,0.6,243.5,0,1.5,9,117,0,1200,3823.495,0,326204
1627,Haryana-3-21-10,355,8.6,3170.833,0,21.5,273,1892,0,12255,19858.199,0,331854
1628,Haryana-3-21-2,44,0.8,557.333,0,0,12,120,0,1120,3427.369,0,659828
1629,Haryana-3-21-3,96,1.6,690,0,24,0,352,0,3200,5484.902,0,189389.625
1630,Haryana-3-21-4,104,1.8,773.5,0,27.5,0,396,0,2700,6164.333,0,279843.438
1631,Haryana-3-21-5,108,2.4,1201.6,0,30,0,459,0,4890,3811.005,0,130257.906
1632,Haryana-3-21-6,135,3,1085.5,0,30.5,0,481.5,0,4650,6576.875,0,90864
1633,Haryana-3-21-7,216,4.6,1861.5,0,68.5,0,885.5,0,6785,19852.395,0,113405
1634,Haryana-3-21-8,234,5.2,1996,0,13,65,1144,0,5850,8280.963,0,708952
1635,Haryana-3-21-9,272,6.2,3671.333,0,0,76,1209,0,7130,12064.761,0,496732
1636,Haryana-3-22-1,42,0.6,189,0,7.5,0,84.8,0,1715,6333.155,0,109908
1637,Haryana-3-22-10,510,6.8,1768,0,10,66,1500.6,0,17935,16295.872,0,287421
1638,Haryana-3-22-2,58,0.8,210.333,0,10,0,158.3,0,2140,7535.007,0,143315
1639,Haryana-3-22-3,90,1.2,234,0,15,0,248.3,0,3710,3600,0,77026.898
1640,Haryana-3-22-4,126,1.8,350,0,19.5,0,371.3,0,8030,1974.194,0,17257
1641,Haryana-3-22-5,140,2,331.667,0,20,0,392.3,0,6563,5504.675,0,88498.672
1642,Haryana-3-22-6,210,2.8,493.333,0,27,0,548.3,0,9775,7554.622,0,110104
1643,Haryana-3-22-7,238,2.8,674,0,7,26,618.3,0,7933,7296,0,85454
1644,Haryana-3-22-8,290,4,781,0,10,30,822.3,0,11333,8994.145,0,304102
1645,Haryana-3-22-9,480,6.4,1637,0,10,60,1410.3,0,16880,9914.024,0,280177
1646,Haryana-3-23-1,32.25,0.6,293.333,0,11,0,50.5,0,1550,5660.279,1110,165350
1647,Haryana-3-23-10,367.4,7,4889,0,111,0,1524,0,11200,13085.423,0,455547.032
1648,Haryana-3-23-2,29.7,0.6,791,0,7.5,0,133,0,750,6671.276,0,247052.203
1649,Haryana-3-23-3,64.4,1.4,817.334,0,23,0,213.305,0,3520,4938.873,0,51173
1650,Haryana-3-23-4,121.502,1.8,648,0,31,0,426,0,2340,4219.964,0,79943
1651,Haryana-3-23-5,126,2.8,1127,0,42,0,591,0,3220,5526.344,0,129356.703
1652,Haryana-3-23-6,247.5,3.6,1542,0,15,45,792,0,4230,9293.388,0,501522
1653,Haryana-3-23-7,169,4,1601.667,0,10,50,927,0,4650,10322.237,0,556018
1654,Haryana-3-23-8,239.4,5.6,2615,0,25,84,1232,0,7910,9862.978,0,198260
1655,Haryana-3-23-9,326,6.2,4295,0,92,0,1480.5,0,5628,23309.866,0,651200
1656,Haryana-3-24-1,25.5,0.65,427.667,0,8,0,121.4,0,1590,5816.497,0,161610.625
1657,Haryana-3-24-10,287.4,6.8,3484,0,34,102,1496,0,14620,13168.122,0,1607704
1658,Haryana-3-24-2,36.5,0.7,524,0,9.5,0,157.4,0,1348,6177.052,0,136882.734
1659,Haryana-3-24-3,62.3,1.4,998,0,21,0,334,0,910,6579.842,0,177893
1660,Haryana-3-24-4,74.1,1.85,1425,0,27.5,0,298,0,3420,7017.813,3060,131859
1661,Haryana-3-24-5,99.37,2.5,1192,0,12,37,539,0,4710,7055.599,0,483118
1662,Haryana-3-24-6,135.15,3.4,1532.667,0,17,43,705,0,6455,6430.337,0,384152
1663,Haryana-3-24-7,156.1,4.2,2609,0,62,0,856,0,8045,13574.271,0,271786
1664,Haryana-3-24-8,217.5,5.2,3072,0,18,78,1144,0,6745,14624.685,0,1502570
1665,Haryana-3-24-9,232,6,3472.667,0,20,90,1432.5,0,9450,13126.784,0,438268
1666,Haryana-3-25-1,59,0.8,426.333,0,9,0,181,0,2820,4068.501,740,59325
1667,Haryana-3-25-10,657,9,2661,0,28,104,2331,0,40513,27049.01,8140,1093394
1668,Haryana-3-25-2,63,0.8,376.333,0,14,0,218,0,3885,2150.178,740,116775
1669,Haryana-3-25-3,105,1.4,913,0,17,0,247,0,6275,5838.083,1480,76080
1670,Haryana-3-25-4,118,1.6,895.333,0,18,0,416,0,10695,8316.07,1480,150329
1671,Haryana-3-25-5,186,2.6,1214.667,0,7,25,576,0,14087,5382.435,0,663495
1672,Haryana-3-25-6,260,3.6,1423.667,0,12,32,1081,0,23302,11931.543,0,574087
1673,Haryana-3-25-7,364,4.6,1748,0,13,51,956,0,25715,8452.106,4440,832971
1674,Haryana-3-25-8,272,3.4,1350.667,0,11,43,622.5,0,12870,10670.076,3330,564728
1675,Haryana-3-25-9,265,4,1584.333,0,12,46,875,0,14810,6532.683,0,212021
1676,Haryana-3-26-1,46.5,0.6,152.5,0,6,0,124.1,0,3416,6043.06,0,148519
1677,Haryana-3-26-10,352,4.4,1421,0,6,55,893.2,0,27015,12264.6,0,540018
1678,Haryana-3-26-2,56,0.8,201.5,0,2,10,177.1,0,5500,6498.377,0,480296
1679,Haryana-3-26-3,48,0.6,193.5,0,1.5,7,146.6,0,6425,3235.334,600,280362
1680,Haryana-3-26-4,96,1.2,645,0,0,19.5,274.1,0,6385,3666.402,0,345606
1681,Haryana-3-26-5,56,0.8,224,0,2,7,177.1,0,4460,2636.418,0,448460
1682,Haryana-3-26-6,84,1.2,374,0,3,14,265.1,0,6300,3858.913,0,533855
1683,Haryana-3-26-7,170,2,629,0,5,25,442.2,0,14895,5699.657,0,495923
1684,Haryana-3-26-8,225,3,841.5,0,45.5,0,663.3,0,14451,6592.479,0,216835
1685,Haryana-3-26-9,304,3.8,1036.5,0,9.5,49,838.2,0,26173,3976.168,3808,501640
1686,Haryana-3-27-1,175,2.6,871.967,0,10,47,357.52,0,7370,18428.473,2320,812064
1687,Haryana-3-27-10,425,6.6,1810.667,0,33,115,1199.2,0,33850,31446.108,7120,1355696
1688,Haryana-3-27-2,54,0.8,479.33,0,12,0,180.24,0,2160,13704.222,0,259360
1689,Haryana-3-27-3,69,1,581.667,0,19,0,246.9,0,3195,17715.473,0,369184
1690,Haryana-3-27-4,70,1,535.33,0,0,18,113.9,0,3625,15748.51,1750,365971.813
1691,Haryana-3-27-5,220,3.4,1375,0,8,54,514.6,0,11655,15476.162,4560,729996
1692,Haryana-3-27-6,188,3,825.667,0,14,54,502.7,0,15945,19795.037,2200,594342
1693,Haryana-3-27-7,257,3.8,1032,0,19,71,655.2,0,20640,23518.381,4400,667408
1694,Haryana-3-27-8,250,3.8,941.667,0,19,71,862.2,0,10020,14878.808,0,600825
1695,Haryana-3-27-9,385,6.4,2038,0,25,112,1085.7,0,18990,48108.824,8220,822316
1696,Haryana-3-28-1,24,0.7,662,0,6,0,60.94,0,2140,3505.582,485,105476
1697,Haryana-3-28-2,31,0.8,938,0,6,0,121.2,0,3115,6143.31,0,143746.656
1698,Haryana-3-28-3,52,1.3,1371,0,19.5,0,265.88,120,7170,6330.876,100,93910
1699,Haryana-3-28-5,205,3.1,1598.5,0,5,24,409.34,0,14405,5699.66,0,937177
1700,Haryana-3-28-6,151,3.6,2342,0,27,0,425.5,0,24070,5542.216,0,114690
1701,Haryana-3-28-7,193.2,3.8,2117,0,35,0,487.43,0,11820,11690.637,0,479780.75
1702,Haryana-3-28-8,261.6,4.2,1908.333,0,6,32,909.8,0,16520,9145.136,0,1437436
1703,Haryana-3-28-9,256,6.4,3285.833,0,8,48,930.4,0,28285,12481.058,0,570580
1704,Haryana-3-29-1,72,0.8,441,0,5,0,190,0,570,24272,0,205280.922
1705,Haryana-3-29-10,766.5,8.4,1781.166,0,21,66,2452,0,6070,10184.076,0,551782.063
1706,Haryana-3-29-2,24.5,0.7,412,0,2,0,135.16,0,865,4067.521,0,145250.641
1707,Haryana-3-29-3,130.5,1.5,467.667,0,14,0,462.38,0,1080,2220.209,0,144170.469
1708,Haryana-3-29-4,119,1.4,396.34,0,12,0,411.7,0,1085,4252.139,0,94223
1709,Haryana-3-29-5,201.25,2.3,570.667,0,21,0,675.66,0,2315,5837.061,0,144932.266
1710,Haryana-3-29-6,91,2.6,1101.666,0,7,0,509.08,0,2430,5583.435,0,170173.094
1711,Haryana-3-29-7,327.75,3.8,898.666,0,10,28,1110.9,0,3850,4815.763,0,219928
1712,Haryana-3-29-8,416.5,4.9,940.666,0,24,0,1434.7,0,5550,4405.603,0,142806.453
1713,Haryana-3-29-9,304.5,8.4,3277.333,0,0,65,1385.1,0,8125,11014.958,0,494949
1728,Himachal Pradesh-2-14-10,209,4.8,1392.833,0,0,152,629,0,8700,12708.94,0,1964032
1735,Himachal Pradesh-2-17-6,38,0.8,382,0,0,17.3,107.72,0,1490,2100,0,427070
1736,Himachal Pradesh-2-17-9,25.2,0.48,289.75,0,0,12.9,74.525,0,680,3605.286,0,536145
1737,Himachal Pradesh-2-19-10,31,0.64,513,0,0,14,69.6,40,784,965.916,0,344081
1738,Himachal Pradesh-2-19-6,4,0.08,76.333,0,0.75,2.5,7.88,5,392,375,0,102973
1819,Himachal Pradesh-3-30-7,40,0.96,433.417,0,0,21,152,81,440,2500,0,144483
1907,Jharkhand-1-5-7,42.69,1.87,1020.334,0,9.5,113,201.14,0,0,4800,0,100932
1914,Jharkhand-1-6-4,41,1.73,957.667,144,0,86,131.04,0,0,2340,0,113913
1917,Jharkhand-1-6-7,76,3.33,1722,108,11.6,166,251.54,0,0,5220,0,242427
1961,Karnataka-2-4-9,6.2,0.2,166.666,6,2,6,23,0,0,3264,0,33656
1965,Karnataka-2-8-10,412,3.53,1170.333,0,10,389,424,0,1500,312,0,285618
1967,Karnataka-2-8-7,450,4,1408,0,61,400,430,0,0,3060.444,0,26617
1968,Karnataka-3-17-8,400,5.44,3997.666,0,300,976,2327,150,60290,1373,0,5956
1969,Karnataka-3-18-10,72.52,1.2,971.266,0,3.8,120,364,0,3320,5441.68,0,335392
1970,Karnataka-3-18-7,245.68,3.12,1890,0,51.2,320,1428,80,21460,4585.333,0,53383
1971,Karnataka-4-30-8,8,0.2,272.16,20,4,8,55,0,0,474.25,0,115206.797
1972,Karnataka-4-30-9,40,0.6,832.337,0,6,100,127.5,30,740,1070.651,0,120843.203
1973,Karnataka-5-32-2,5,0.05,71.67,0,0,2.5,7.65,5,0,472.769,0,23176
1975,Karnataka-6-35-10,183,3.39,1898.667,8,18,231,54.1,0,2520,1032,0,92120
1977,Karnataka-6-35-4,49,0.9,716.003,24,5,100,61.52,0,840,3724.417,0,60679
1980,Karnataka-6-35-9,224,3.6,1444.667,8,5,250,500.55,0,1161.16,7319.67,0,199059
1982,Karnataka-6-36-9,75,1.15,546,32,8,62,25.5,120,375,2301.154,0,37199
1992,Karnataka-7-37-9,154,3.16,1260.333,48,7,120,799.5,10,6350,237.751,0,272245
1994,Karnataka-7-38-9,155,2.32,753.333,8,24,280,192,0,1839,1190.23,0,108582
1996,Karnataka-9-43-10,20,2.6,868,88,0,184,128,0,5200,92.356,0,588305
1998,Karnataka-9-43-3,10,0.4,441.33,72,0,30,55,0,0,31.807,0,96618
1999,Karnataka-9-43-4,35,0.73,752,131,0,80,64,0,400,3117.592,0,94597
2001,Karnataka-9-43-6,30,1.1,1058.667,160,0,104,0,0,2400,111.842,0,518710
2002,Karnataka-9-43-7,30,1.6,1026.666,176,0,114,0,0,0,86.344,0,526100
2003,Karnataka-9-43-8,30,2,798.667,128,4,150,87,0,0,16.988,0,55538
2004,Karnataka-9-43-9,20,2.6,463.33,104,0,204,128,0,1200,70.458,0,451415
2007,Karnataka-9-44-4,25,1,539.667,16,3,59,136,80,1520,1032.5,0,214850.953
2014,Karnataka-9-45-4,36,0.94,845.663,136,0,100,372,0,1010,16720,300,86988
2044,Kerala-1-4-10,113,1.6,402,0,23.5,160,493,0,7920,6000,160,2289
2045,Kerala-1-4-3,46.125,0.6,168,0,10,60,170.7,0,2970,2250,60,387
2046,Kerala-1-4-4,60.5,0.8,212.167,0,12,80,225.7,0,3960,3000,80,1598
2047,Kerala-1-4-7,71.25,1,248.333,0,16,100,229.5,0,4950,3750,100,860
2048,Kerala-1-4-8,173.25,2.4,604.333,0,32.5,250,626.5,0,8980,4500,120,3228
2049,Kerala-1-4-9,102.375,1.4,338,0,20,140,401.5,0,6930,5250,140,2542
2099,Kerala-2-15-1,36.75,0.47,81,0,9.5,47,83,1.2,2631,1410,0,722
2100,Kerala-2-15-10,202.2,2.4,290.667,0,15,240,437,6,13612,7200,0,47655
2101,Kerala-2-15-2,36,0.48,96,0,11,50,73,0.83,2092,1440,0,722
2102,Kerala-2-15-3,39.25,0.44,77,0,9.5,35,80.5,0.5,1988,1320,0,4040
2104,Kerala-2-15-6,64.5,0.75,142.667,0,12.5,72,129.1,1.15,3854,2250,0,1738
2105,Kerala-2-15-7,128.5,1.6,227.33,0,19.25,160,200.5,2,4420,4800,0,92
2106,Kerala-2-15-8,50.75,0.62,104.333,0,6,70,115,2,3312,1860,0,2162
2107,Kerala-2-15-9,196,2.4,178,0,37.5,240,339,6.56,14550,7130,0,1097
2111,Kerala-2-16-4,10.6,0.57,438.833,0,8.5,65,16.6,8,0,2000,57,854
2153,Kerala-2-22-1,11,0.4,219.333,0,2.5,41,18.9,13,255,2400,0,330
2154,Kerala-2-22-10,26,0.91,421.167,0,9,100,80,0,0,5100,0,10375
2155,Kerala-2-22-2,16,0.6,311,0,4.5,62,21.84,0,255,2600,0,115
2156,Kerala-2-22-3,11.7,0.32,179,0,2,33,12,16,0,1400,0,120
2157,Kerala-2-22-4,21.7,0.55,341,0,4.5,57,50.2,27,0,1400,0,230
2158,Kerala-2-22-5,27.2,0.81,432.833,0,7.5,85,132,0,0,4200,0,460
2159,Kerala-2-22-6,11.5,0.31,169.667,0,2.5,32,16,15,0,1800,0,120
2160,Kerala-2-22-7,18.4,0.48,221.667,0,3.5,50,20,0,0,3400,0,13200
2161,Kerala-2-22-8,26,0.82,421.667,0,9,85,80,28,0,4200,0,115
2162,Kerala-2-22-9,21.5,0.94,467.667,0,10,100,80,0,0,4200,0,120
2264,Madhya Pradesh-1-1-1,32,0.9,532.003,72,2.25,35,140,20,2040,5760,450,42473
2265,Madhya Pradesh-1-1-10,212,5.7,2262,108,75,215,800,45,13600,1550,2850,136629
2266,Madhya Pradesh-1-1-2,32,0.85,529.334,96,0,30,140,20,1070,2560,425,24617
2267,Madhya Pradesh-1-1-3,50,1.3,711.333,74,6,50,165,20,2800,354,650,15845
2268,Madhya Pradesh-1-1-4,52,1.36,813.334,86,8.5,50,163.3,22,1685,5200,0,38948
2269,Madhya Pradesh-1-1-5,90,2.38,1357.667,124,28.5,90,318,40,2715,2567,1190,71358
2270,Madhya Pradesh-1-1-6,74,2,1043,99,25,70,243,45,4460,544,1000,32737
2271,Madhya Pradesh-1-1-7,172,5,2316.668,112,18,405.5,610.6,45,8965,13538.608,2560,940120
2272,Madhya Pradesh-1-1-8,129,3.82,1580.667,212,40,275,447.1,40,6225,1039,0,39858
2273,Madhya Pradesh-1-1-9,284,7.82,3254.667,142,27,397.5,933.3,65,13750,18960,400,1169390
2291,Madhya Pradesh-3-4-10,227,7,3603,0,0,775,651.7,28,4000,698.948,0,700124
2314,Madhya Pradesh-3-7-1,28,0.64,144,0,7,65,66.5,0,1600,225,0,73960
2315,Madhya Pradesh-3-7-10,336,5.8,2139.332,0,12.8,443,634.9,0,12200,3420.295,4176,3328232
2316,Madhya Pradesh-3-7-2,35,0.8,173.334,0,9,80,78,0,1840,700,0,73136
2317,Madhya Pradesh-3-7-3,68,1.48,349.667,0,16.5,155,163,0,3200,1480,1066,248938
2318,Madhya Pradesh-3-7-4,74.2,1.62,376,0,18,165,156,0,3680,1584.906,0,283338
2319,Madhya Pradesh-3-7-5,182,3.16,1038.833,0,8.1,251,401.6,0,8200,2290.489,2276,1853137
2320,Madhya Pradesh-3-7-6,221,3.26,1229.999,0,6,163.5,459.2,0,6000,3739.833,2347,1796521
2321,Madhya Pradesh-3-7-7,332,4.68,1987.001,0,10.55,176.5,487.8,0,11200,4682.796,0,1649940
2322,Madhya Pradesh-3-7-8,193,4.32,1027.666,0,48.6,440,468,0,8500,1766.345,0,259926
2323,Madhya Pradesh-3-7-9,266,5.9,1512.667,0,12.7,657.5,569,0,12080,2227.5,0,2006034
2353,Madhya Pradesh-5-18-2,20,0.45,388.333,0,10.5,10,93.3,8,525,1680,0,152245
2355,Madhya Pradesh-5-18-5,50,1.2,904,0,8,54,222,15,2020,2373.035,0,341087
2358,Madhya Pradesh-5-20-1,15,0.46,251.667,0,5.65,9,63,0,915,3780,0,8939
2359,Madhya Pradesh-5-20-10,193,5.95,2869.667,0,12,189,749.1,50,11770,13114.695,3332,2030816
2360,Madhya Pradesh-5-20-2,14,0.44,205.333,0,5.65,9,63,0,540,3510,0,9148
2361,Madhya Pradesh-5-20-3,56,1.65,764,0,22.3,32,200.5,0,1200,732,924,103329
2362,Madhya Pradesh-5-20-4,33,1.04,476.666,0,14.5,20,128.3,25,1811,877.5,0,154322
2363,Madhya Pradesh-5-20-5,116,3.37,1592.333,0,6.75,109,397.5,25,6350,9455.205,0,1435384
2364,Madhya Pradesh-5-20-6,103,2.68,1142,0,5.25,103,301.3,25,4445,878.4,1501,1078504
2365,Madhya Pradesh-5-20-7,140,4,1939,0,8,133.25,513.2,45,7675,3827.564,2240,1088417
2366,Madhya Pradesh-5-20-8,159,4.97,2537.999,0,11.75,161.25,598.6,25,8010,19486.607,2783,1230200
2367,Madhya Pradesh-5-20-9,305,8.02,3683.665,0,25.25,326.5,943.9,50,6840,21759.846,4491,3619700
2392,Maharashtra-3-3-10,156,4.47,2791.835,34,15.5,269.5,1065.64,0,0,5262.866,3486,7799708
2393,Maharashtra-3-3-2,19.3,0.58,604.334,0,4.5,14,117.4,0,1650,2134.268,300,197386
2394,Maharashtra-3-3-3,29.6,0.77,844.666,51,9,40,264,0,0,893.762,624,266115
2395,Maharashtra-3-3-4,54.4,1.36,1051.666,0,15.25,45,240.3,0,0,330.08,0,313964
2396,Maharashtra-3-3-5,93.6,2.15,1217.668,0,48.5,50,331,60,1590,524.162,780,204558
2397,Maharashtra-3-3-6,43.85,2.03,1990.001,299,5,70,470,0,0,480.107,0,886104
2398,Maharashtra-3-3-7,52.05,1.87,2275.668,244,18.5,110,372,0,0,2067.731,700,1195464
2399,Maharashtra-3-3-8,30,1.2,981,0,18,60,404,0,1090,537.084,0,145002
2400,Maharashtra-3-3-9,112,2.85,1714.667,0,9,114,599,150,0,8311.28,0,1992936
2401,Maharashtra-4-4-5,14,0.3,377.667,8,1,37,54,100,0,465.213,0,474717
2402,Maharashtra-4-4-8,7,0.15,247.667,4,0.5,19,45.5,20,115,72.665,0,608806
2403,Maharashtra-4-4-9,25,0.45,584,8,2,37,136.5,20,460,88.438,0,243747
2404,Maharashtra-4-5-1,18.5,0.55,422.133,0,12.6,21,151,0,0,734.069,4000,59416
2405,Maharashtra-4-5-10,108.2,3.08,2392.799,49,59.3,122,845.16,0,0,3809.12,19450,469035
2406,Maharashtra-4-5-2,12.2,0.35,306,32,1.3,13.5,96.4,0,0,813.06,2750,121340
2407,Maharashtra-4-5-3,32,0.9,721.233,0,18.7,35.5,263.36,0,0,1572.591,6250,142374
2408,Maharashtra-4-5-4,27.6,0.9,735.9,57,7.55,35.5,260.7,0,0,751.124,6525,219177
2409,Maharashtra-4-5-5,50.6,1.5,1232.467,104,11.45,56.5,501.64,0,0,1199.467,11750,538272
2410,Maharashtra-4-5-6,20.7,0.6,468.934,30,7.35,23,176.52,0,0,343.082,4150,162368
2411,Maharashtra-4-5-7,30.6,0.9,776.9,47,11.7,33,259.18,0,0,967.891,6550,229192
2412,Maharashtra-4-5-8,65,1.89,1656.767,68,27.2,72,639.14,0,0,3316.688,13850,679851
2413,Maharashtra-4-5-9,36.2,1.05,861.566,25,19.3,41,289.4,0,0,1115.503,6500,229455
2418,Maharashtra-6-21-7,4,0.15,218,2,0,16,23,25,0,218.282,0,693257
2419,Maharashtra-8-57-1,21,0.75,602,23,5,35,92,0,1520,5781.76,0,102785
2420,Maharashtra-8-57-10,32,1.2,850.667,78,7,55,162,0,3040,3889.58,0,323665
2421,Maharashtra-8-57-8,42,1.6,1089.333,84,10,75,172,0,3040,3187.229,0,152075
2422,Maharashtra-9-59-1,13,0.38,468.334,3,12,20,38.4,7,140,1152.738,0,137904
2423,Maharashtra-9-59-10,69.4,3.2,2463,8,55,160,275.2,0,900,7918.6,0,208958
2424,Maharashtra-9-59-2,14,0.46,563.333,4,13,20,38.4,7,320,1946.917,0,168534
2425,Maharashtra-9-59-3,25,0.8,791.333,4,25,40,70.4,28,250,2000,0,84650.719
2426,Maharashtra-9-59-4,24,0.9,840.667,4,16,50,70.4,0,640,3613.6,0,145959
2427,Maharashtra-9-59-6,44,1.4,1346.333,4,27,70,118.4,0,450,4166.046,0,192949
2428,Maharashtra-9-59-7,35,1.2,953.333,4,28,60,102.4,0,640,4070.417,0,180202
2429,Maharashtra-9-59-8,28,0.8,731.666,4,20,40,70.4,0,500,3613.6,0,217908
2431,Maharashtra-9-60-10,112,6.2,6427.665,27,106,430,444,0,10620,21560,0,299442
2432,Maharashtra-9-60-2,19.5,0.77,887.999,86,4,65,46,0,1440,3296,0,106488
2433,Maharashtra-9-60-3,33,1.15,1488,114,5,90,55.2,5,1980,1615.242,0,128424
2434,Maharashtra-9-60-4,34.4,1.15,1600.334,86,6,87,64,0,1800,2386.25,0,94972
2435,Maharashtra-9-60-5,72,2.2,3562.333,181,9,167,112,5,3780,5086.72,0,182067
2436,Maharashtra-9-60-6,62.5,2.25,3407.334,217,10,162,192,0,3960,6413.071,0,285496
2438,Maharashtra-9-60-8,103,4.3,4873.666,22,74,305,352,0,7740,25264,0,378294
2439,Maharashtra-9-60-9,122.5,6.3,7660,525,18,438,361,20,10800,28160,0,842856
2440,Odisha-1-10-1,17.85,0.5,556,7,11.25,42,54.06,0,180,125,0,5132
2441,Odisha-1-10-10,89.5,2.4,1952.333,0,36,242,268.58,0,560,450,0,188052
2442,Odisha-1-10-2,22.55,0.6,632.999,10,3.75,51,63.78,0,0,150,0,4758
2443,Odisha-1-10-3,23.5,0.8,945.333,165,16,83,42.2,18.3,160,200,0,150615.327
2444,Odisha-1-10-4,39.35,0.8,805.334,12,21.1,66,85.04,0,0,200,0,24345
2445,Odisha-1-10-5,40.05,1,786.333,4,38.25,71,112.44,9,160,250,400,84885
2446,Odisha-1-10-6,38.1,1,834,4,33.35,88,110.94,18,320,250,600,68619
2447,Odisha-1-10-7,44.2,1.2,1101,4,42.25,100,135.34,19,400,300,0,61168.23
2448,Odisha-1-10-8,66,1.6,1687.333,194,11.5,143,189.62,37,480,360,400,297364.656
2449,Odisha-1-10-9,77.3,2,1682.333,0,75.5,163,227.36,27,760,500,0,165908
2452,Odisha-1-11-1,36.8,0.8,591.004,0,12.05,80,113.08,0,180,200,788,16269
2453,Odisha-1-11-10,97.5,2.2,1516.334,4,31.7,210,308.84,14.5,495,550,0,194792
2454,Odisha-1-11-2,37.6,0.8,568.333,0,14,80,113.08,20,180,200,0,74782
2455,Odisha-1-11-3,44.7,1,712,0,17.5,100,141.28,25.36,350,250,985,86348
2456,Odisha-1-11-4,54.5,1.2,914.334,6,20,105,176.14,28.8,652.5,300,0,56262
2457,Odisha-1-11-5,45.2,1,718.667,4,15.7,90,145,25,225,250,985,125529
2458,Odisha-1-11-6,44.8,1,696.667,0,15.1,100,134.16,0,275,250,985,125952
2459,Odisha-1-11-7,58.55,1.3,1199.664,4,43,115,183.34,32,292.5,325,0,143910
2460,Odisha-1-11-8,72.76,1.6,1281,0,34.7,160,229.28,0,360,400,0,85256
2461,Odisha-1-11-9,80.1,1.8,1317.999,0,32.25,180,254.22,49,405,450,0,55338
2463,Odisha-1-12-1,41,1.2,1094.334,0,15.5,95,112.94,12,0,300,0,63025
2464,Odisha-1-12-2,32.4,0.96,888,0,13,75,82.452,0,0,240,0,21884
2465,Odisha-1-12-3,40.7,1.28,1307.667,0,6.5,125.75,94.76,20,0,320,563.01,338294.88
2466,Odisha-1-12-4,54.5,1.6,1484,150,9.5,124,141.12,35,0,400,563.08,321798.67
2467,Odisha-1-12-5,66,1.96,1893.334,228,10,163,163.3,36,0,490,0,459146.202
2468,Odisha-1-12-6,64,1.98,1430.666,0,29.8,160,166.36,20,0,495,0,76780
2469,Odisha-1-12-7,70,2.1,1547,0,5.75,242.25,170.904,33,0,250,0,187027.93
2470,Odisha-1-12-8,61,1.8,1111.667,0,29.75,155,142.06,0,700,450,0,23572
2471,Odisha-1-12-9,184.5,4.36,4777,503,30.15,463,456.96,47,0,1370,0,1063575
2473,Odisha-1-13-1,27.1,0.8,778,0,16.25,73,69.1,20,40,600,675,1924
2474,Odisha-1-13-10,80.2,2.4,2002,0,41.5,195,204.62,0,0,700,0,254210
2477,Odisha-1-13-4,42.8,1.3,1381.333,270,3.5,121,104.06,22,0,500,0,318500
2478,Odisha-1-13-5,49.8,1.5,1321.666,0,32,140,115.94,26,80,500,0,266815
2479,Odisha-1-13-6,65,2.1,1641.667,0,39.5,187,157.3,31,0,1000,0,6125
2480,Odisha-1-13-7,95.7,3.2,2727.668,391,19,283,219.74,47,0,200,0,620271
2481,Odisha-1-13-8,97,2.9,2487,0,0,276.25,249.92,20,0,900,450,327985
2482,Odisha-1-13-9,90.5,2.8,2159.999,0,51.75,240.2,223.52,10,0,700,0,211254
2483,Odisha-1-1-4,35,0.84,782,8,11.5,20,120.8,20,1200,600,0,31660
2484,Odisha-1-14-1,38.25,0.8,895.666,0,21.25,63,78.4,0,150,200,0,16372
