DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Sum of Main Product (Rs.),By Product (Rs.),Ha-months in ground (Ha.),Crop Area (Ha.),Family Labour (Hrs.),Family Labour (Rs.),Attached Labour (Hrs.),Attached Labour (Rs.),Casual Labour (Hrs.), Casual Labour (Rs.),Hired Animal Labour (Hrs.),Hired Animal Labour (Rs.),Owned Animal Labour (Rs.),Owned Animal Labour (Hrs.),Hired Machine (Hrs.),Hired Machine (Rs.),Own Machine (Hrs.),Own Machine (Rs.),Seed Qty. (Kg.),Seed Value (Rs.),Fertiliser (N) (Kg.),Fertiliser (N) (Rs.),Fertiliser (P) (Kg.),Fertiliser (P) (Rs.),Fertiliser (K) (Kg.),Fertiliser (K) (Rs.),Other Fertiliser (Kg.),Other Fertiliser (Rs.),Total Fertiliser (Kg.), Total Fertiliser (Rs.),Manure (Qtl.),Manure (Rs.),Insecticides (Rs.),Own Irrigation Machine (Hrs.),Own Irrigation Machine (Rs.),Hired Irrigation Machine (Hrs.),Hired Irrigation Machine (Rs.),Other Irrigation Charges (Rs),Miscelaneous Cost (Rs.),Land Revenue (Rs.),Rent Paid for Leased in Land (Rs.),Imputed Rent (Rs.),Total Depreciation (Rs.), Total Capital (Rs.),Sample No. of Growers in size group,Total Number of Growers in size group,Cluster Factor/Weight,Area of all selected crops in Village (Ha.),No. of Villages in Tehsil,Area of Crop in Zone (Ha.),Production of Crop in Zone (Qtl.),Sum of No. of Tehsils in Zone,Sum of Sample Tehsils in Zone,Sum of Area of all selected crops in Zone (Ha.),Sum of Interest on working capital rate(%),Sum of Interest on fixed capital rate(%),Sum of Minimum Rent (%age of GVO),Sum of Maximum Rent (%age of GVO),Sum of Sample Zone in State,Sum of Sample Clusters in State,Sum of Tenure,Sum of Variety,Sum of Size Group
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,107,53.5,379.93,240,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,6,1519.72,960,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,210,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,107,53.5,379.93,240,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,104,52,379.93,240,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,208,104,759.86,480,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,80,40,759.86,480,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,80,40,759.86,480,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,16.5,1139.79,720,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,16.5,1139.79,720,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,160,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,6,1519.72,960,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,200,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,306,153,938.12,334,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,24,2814.36,1002,18752442,246385392,552,72,21228588,75,60,100.02,150,12,90,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,306,153,938.12,334,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,188,94,938.12,334,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,188,94,938.12,334,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,75,37.5,1407.18,501,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,75,37.5,1407.18,501,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,40,20,1876.24,668,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,40,20,1876.24,668,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,24,2814.36,1002,18752442,246385392,552,72,21228588,75,60,100.02,150,12,90,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86,86,248.14,184,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,248.14,184,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,12.5,248.14,184,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,12.5,248.14,184,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,25,496.28,368,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,25,496.28,368,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,4,496.28,368,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,248.14,184,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,8,992.56,736,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,200,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,461,230.5,383.31,98,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,15,2299.86,588,18752442,246385392,552,72,21228588,75,60,100.02,150,12,90,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,461,230.5,383.31,98,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,69,34.5,383.31,98,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,207,103.5,1149.93,294,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,54,27,766.62,196,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,54,27,766.62,196,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,12.5,1916.55,490,15627035,205321160,460,60,17690490,62.5,50,83.35,125,10,75,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,7.5,1149.93,294,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,45,22.5,3449.79,882,28128663,369578088,828,108,31842882,112.5,90,150.03,225,18,135,9,450,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,330,165,413.33,126,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,1239.99,378,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,330,165,413.33,126,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,101,50.5,413.33,126,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,202,101,826.66,252,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,273,136.5,1239.99,378,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,273,136.5,1239.99,378,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,6,2479.98,756,18752442,246385392,552,72,21228588,75,60,100.02,150,12,90,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,1239.99,378,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,7,2893.31,882,21877849,287449624,644,84,24766686,87.5,70,116.69,175,14,105,7,350,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,347,173.5,772.41,192,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48,24,3089.64,768,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,200,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,347,173.5,772.41,192,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90,45,772.41,192,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90,45,772.41,192,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,36,1544.82,384,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,36,1544.82,384,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,44,22,3089.64,768,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,16.5,2317.23,576,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,60,30,3862.05,960,15627035,205321160,460,60,17690490,62.5,50,83.35,125,10,75,5,250,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,441,220.5,645.88,113,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,27,13.5,1937.64,339,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,441,220.5,645.88,113,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120,60,645.88,113,3125407,41064232,92,12,3538098,12.5,10,16.67,25,2,15,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,240,120,1291.76,226,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,110,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,218,109,1291.76,226,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,218,109,1291.76,226,6250814,82128464,184,24,7076196,25,20,33.34,50,4,30,2,100,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54,27,1937.64,339,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54,27,1937.64,339,9376221,123192696,276,36,10614294,37.5,30,50.01,75,6,45,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,36,18,2583.52,452,12501628,164256928,368,48,14152392,50,40,66.68,100,8,60,4,200,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,32.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,4.5,439.23,339,626199,14722983,42,6,847305,37.5,30,50.01,50.01,24,180,3,170,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,32.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,60,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,101,50.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,101,50.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,26.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,318,159,878.46,678,1252398,29445966,84,12,1694610,75,60,100.02,100.02,48,360,6,360,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,60,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,146.41,113,208733,4907661,14,2,282435,12.5,10,16.67,16.67,8,60,1,60,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,564,282,1510.4,260,834932,19630644,56,8,1129740,50,40,66.68,66.68,32,240,4,200,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,225,112.5,3398.4,585,1878597,44168949,126,18,2541915,112.5,90,150.03,150.03,72,540,9,450,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,282,141,755.2,130,417466,9815322,28,4,564870,25,20,33.34,33.34,16,120,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,240,120,1510.4,260,834932,19630644,56,8,1129740,50,40,66.68,66.68,32,240,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,360,180,2265.6,390,1252398,29445966,84,12,1694610,75,60,100.02,100.02,48,360,6,300,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,430,215,3776,650,2087330,49076610,140,20,2824350,125,100,166.7,166.7,80,600,10,500,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,258,129,2265.6,390,1252398,29445966,84,12,1694610,75,60,100.02,100.02,48,360,6,300,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,420,210,4531.2,780,2504796,58891932,168,24,3389220,150,120,200.04,200.04,96,720,12,600,48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,350,175,3776,650,2087330,49076610,140,20,2824350,125,100,166.7,166.7,80,600,10,500,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,650,325,9817.6,1690,5427058,127599186,364,52,7343310,325,260,433.42,433.42,208,1560,26,1300,130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,40.29,59,82433,1705161,18,2,402666,12.5,10,16.67,16.67,8,60,1,50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,6,6210.16,420,616800,8250344,136,32,4076132,50,40,66.68,66.68,32,240,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1.5,1552.54,105,154200,2062586,34,8,1019033,12.5,10,16.67,16.67,8,60,1,50,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,363,363,1638.36,294,462600,6187758,102,24,3057099,37.5,30,50.01,50.01,24,180,3,30,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,84,16.8,3276.72,588,925200,12375516,204,48,6114198,75,60,100.02,100.02,48,360,6,300,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,474,237,3276.72,588,925200,12375516,204,48,6114198,75,60,100.02,100.02,48,360,6,300,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,158,79,1092.24,196,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,2,20,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,56,11.2,2184.48,392,616800,8250344,136,32,4076132,50,40,66.68,66.68,32,240,4,40,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,98,19.6,3822.84,686,1079400,14438102,238,56,7133231,87.5,70,116.69,116.69,56,420,7,70,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,5.6,1092.24,196,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,2,20,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,56,11.2,2184.48,392,616800,8250344,136,32,4076132,50,40,66.68,66.68,32,240,4,40,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,139,69.5,419.46,63,154200,2062586,34,8,1019033,12.5,10,16.67,16.67,8,60,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,12164.34,1827,4471800,59814994,986,232,29551957,362.5,290,483.43,483.43,232,1740,29,1450,145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,417,208.5,1258.38,189,462600,6187758,102,24,3057099,37.5,30,50.01,50.01,24,180,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,372,186,2516.76,378,925200,12375516,204,48,6114198,75,60,100.02,100.02,48,360,6,300,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,372,186,2516.76,378,925200,12375516,204,48,6114198,75,60,100.02,100.02,48,360,6,300,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,288,72,5033.52,756,1850400,24751032,408,96,12228396,150,120,200.04,200.04,96,720,12,600,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,288,72,5033.52,756,1850400,24751032,408,96,12228396,150,120,200.04,200.04,96,720,12,600,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,216,54,3775.14,567,1387800,18563274,306,72,9171297,112.5,90,150.03,150.03,72,540,9,450,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,264,66,4614.06,693,1696200,22688446,374,88,11209363,137.5,110,183.37,183.37,88,660,11,550,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,3775.14,567,1387800,18563274,306,72,9171297,112.5,90,150.03,150.03,72,540,9,450,36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,188,94,1437.84,182,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,32,110,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,126,126,6470.28,819,1387800,18563274,306,72,9171297,112.5,90,150.03,150.03,72,540,9,370,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,94,47,718.92,91,154200,2062586,34,8,1019033,12.5,10,16.67,16.67,8,60,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,20,718.92,91,154200,2062586,34,8,1019033,12.5,10,16.67,16.67,8,60,1,10,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,160,80,2875.68,364,616800,8250344,136,32,4076132,50,40,66.68,66.68,32,240,64,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,74,37,1437.84,182,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,32,120,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,296,148,5751.36,728,1233600,16500688,272,64,8152264,100,80,133.36,133.36,64,480,8,400,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,104,52,5751.36,728,1233600,16500688,272,64,8152264,100,80,133.36,133.36,64,480,8,300,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,52,26,2875.68,364,616800,8250344,136,32,4076132,50,40,66.68,66.68,32,240,4,120,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,90,45,1600.94,166,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,2,20,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,18,4802.82,498,925200,12375516,204,48,6114198,75,60,100.02,100.02,48,360,6,220,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,135,67.5,2401.41,249,462600,6187758,102,24,3057099,37.5,30,50.01,50.01,24,180,3,30,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,513,256.5,2401.41,249,462600,6187758,102,24,3057099,37.5,30,50.01,50.01,24,180,3,70,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,513,256.5,2401.41,249,462600,6187758,102,24,3057099,37.5,30,50.01,50.01,24,180,3,30,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,288,57.6,1600.94,166,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,2,20,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,432,86.4,2401.41,249,462600,6187758,102,24,3057099,37.5,30,50.01,50.01,24,180,3,70,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,432,86.4,2401.41,249,462600,6187758,102,24,3057099,37.5,30,50.01,50.01,24,180,3,30,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,288,57.6,1600.94,166,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,2,20,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,576,115.2,3201.88,332,616800,8250344,136,32,4076132,50,40,66.68,66.68,32,240,4,120,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,2205.5,390,771000,10312930,170,40,5095165,62.5,50,83.35,83.35,40,300,5,250,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,24,441.1,78,154200,2062586,34,8,1019033,12.5,10,16.67,16.67,8,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,24,441.1,78,154200,2062586,34,8,1019033,12.5,10,16.67,16.67,8,60,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,5.34,882.2,156,308400,4125172,68,16,2038066,25,20,33.34,33.34,16,120,2,100,6
