DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Sum of Main Product (Rs.),By Product (Rs.),Ha-months in ground (Ha.),Crop Area (Ha.),Family Labour (Hrs.),Family Labour (Rs.),Attached Labour (Hrs.),Attached Labour (Rs.),Casual Labour (Hrs.), Casual Labour (Rs.),Hired Animal Labour (Hrs.),Hired Animal Labour (Rs.),Owned Animal Labour (Rs.),Owned Animal Labour (Hrs.),Hired Machine (Hrs.),Hired Machine (Rs.),Own Machine (Hrs.),Own Machine (Rs.),Seed Qty. (Kg.),Seed Value (Rs.),Fertiliser (N) (Kg.),Fertiliser (N) (Rs.),Fertiliser (P) (Kg.),Fertiliser (P) (Rs.),Fertiliser (K) (Kg.),Fertiliser (K) (Rs.),Other Fertiliser (Kg.),Other Fertiliser (Rs.),Total Fertiliser (Kg.), Total Fertiliser (Rs.),Manure (Qtl.),Manure (Rs.),Insecticides (Rs.),Own Irrigation Machine (Hrs.),Own Irrigation Machine (Rs.),Hired Irrigation Machine (Hrs.),Hired Irrigation Machine (Rs.),Other Irrigation Charges (Rs),Miscelaneous Cost (Rs.),Land Revenue (Rs.),Rent Paid for Leased in Land (Rs.),Imputed Rent (Rs.),Total Depreciation (Rs.), Total Capital (Rs.),Sample No. of Growers in size group,Total Number of Growers in size group,Cluster Factor/Weight,Area of all selected crops in Village (Ha.),No. of Villages in Tehsil,Area of Crop in Zone (Ha.),Production of Crop in Zone (Qtl.),Sum of No. of Tehsils in Zone,Sum of Sample Tehsils in Zone,Sum of Area of all selected crops in Zone (Ha.),Sum of Interest on working capital rate(%),Sum of Interest on fixed capital rate(%),Sum of Minimum Rent (%age of GVO),Sum of Maximum Rent (%age of GVO),Sum of Sample Zone in State,Sum of Sample Clusters in State,Sum of Tenure,Sum of Variety,Sum of Size Group
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,6,5700,504,3885306,68079732,228,12,5484630,75,60,100.02,100.02,54,360,6,300,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,312,156,1900,168,1295102,22693244,76,4,1828210,25,20,33.34,33.34,18,120,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,114,57,1900,168,1295102,22693244,76,4,1828210,25,20,33.34,33.34,18,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,114,57,1900,168,1295102,22693244,76,4,1828210,25,20,33.34,33.34,18,120,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,69,34.5,2850,252,1942653,34039866,114,6,2742315,37.5,30,50.01,50.01,27,180,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,92,46,3800,336,2590204,45386488,152,8,3656420,50,40,66.68,66.68,36,240,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,9,5700,504,3885306,68079732,228,12,5484630,75,60,100.02,100.02,54,360,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,9,5700,504,3885306,68079732,228,12,5484630,75,60,100.02,100.02,54,360,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,7,6650,588,4532857,79426354,266,14,6398735,87.5,70,116.69,116.69,63,420,7,350,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,270,67.5,574.8,438,2813154,11951688,236,34,4395400,25,20,50,50,8,90,32,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,6,1149.6,876,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,405,101.25,862.2,657,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,405,101.25,862.2,657,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,70,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,405,101.25,862.2,657,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,204,51,862.2,657,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,204,51,862.2,657,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,204,51,862.2,657,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,63,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,272,68,1149.6,876,5626308,23903376,472,68,8790800,50,40,100,100,16,180,34,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,6,1149.6,876,5626308,23903376,472,68,8790800,50,40,100,100,16,180,34,210,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,135,67.5,284.6,357,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24,4.8,853.8,1071,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,170,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,492,246,730.62,720,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,10,974.16,960,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,328,164,487.08,480,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,68,11.334,487.08,480,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,102,17.001,730.62,720,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,102,17.001,730.62,720,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,102,17.001,730.62,720,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,102,17.001,730.62,720,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,136,22.668,974.16,960,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,7.5,730.62,720,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,135,67.5,284.6,357,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,785,392.5,1662.35,1245,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,628,314,1329.88,996,5626308,23903376,472,68,8790800,50,40,100,100,16,180,64,200,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,406,101.5,2327.29,1743,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,310,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,290,72.5,1662.35,1245,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,348,87,1994.82,1494,8439462,35855064,708,102,13186200,75,60,150,150,24,270,96,300,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,290,72.5,1662.35,1245,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,60,30,1662.35,1245,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48,24,1329.88,996,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,27,27,2992.23,2241,12659193,53782596,1062,153,19779300,112.5,90,225,225,36,405,69,450,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,136,45.334,569.2,714,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,120,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,600,300,998.28,888,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,10,1247.85,1110,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,450,225,748.71,666,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,164,54.668,998.28,888,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,164,54.668,998.28,888,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,205,68.335,1247.85,1110,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,210,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,56,18.669,1746.99,1554,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,310,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,72,24.003,2246.13,1998,12659193,53782596,1062,153,19779300,112.5,90,225,225,36,405,9,370,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,56,18.669,1746.99,1554,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,350,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,12,1497.42,1332,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,68,22.667,284.6,357,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,60,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,288,144,592.86,398,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,2075.01,1393,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,350,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,288,144,592.86,398,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,81,40.5,889.29,597,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,81,40.5,889.29,597,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,104,34.668,1185.72,796,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,104,34.668,1185.72,796,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,130,43.335,1482.15,995,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,12.5,1482.15,995,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,35,17.5,2075.01,1393,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,350,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,136,45.334,569.2,714,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,120,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,414,207,740.3,286,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,1850.75,715,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,414,207,740.3,286,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,282,93.999,1110.45,429,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,188,62.666,740.3,286,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,282,93.999,1110.45,429,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,84,21,1110.45,429,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,140,35,1850.75,715,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,140,35,1850.75,715,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,196,49,2591.05,1001,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,350,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16,3.2,569.2,714,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,120,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,447,223.5,603.9,561,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,1409.1,1309,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,350,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,298,149,402.6,374,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,159,39.75,603.9,561,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,159,39.75,603.9,561,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,159,39.75,603.9,561,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,159,39.75,603.9,561,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,4,805.2,748,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,603.9,561,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,805.2,748,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1.6,284.6,357,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,60,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,170,85,235.45,469,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,941.8,1876,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,170,85,235.45,469,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,50,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,104,52,470.9,938,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,26,235.45,469,1406577,5975844,118,17,2197700,12.5,10,25,25,4,45,1,50,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,3.6,706.35,1407,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,18,3.6,706.35,1407,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,24,4.8,941.8,1876,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,24,4.8,941.8,1876,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,120,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,24,4.8,941.8,1876,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24,4.8,853.8,1071,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,170,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,6.4,1138.4,1428,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,210,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,268,134,404.8,318,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,16,809.6,636,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,402,201,607.2,477,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,165,33,607.2,477,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,220,44,809.6,636,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,220,44,809.6,636,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,220,44,809.6,636,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,220,44,809.6,636,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,16,809.6,636,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,16,809.6,636,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,300,150,444,304,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,102,51,1332,912,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,300,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,300,150,444,304,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,72,36,666,456,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,48,888,608,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,66,16.5,1332,912,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,300,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,44,11,888,608,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,77,19.25,1554,1064,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,350,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,44,11,888,608,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,51,25.5,666,456,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,420,210,1112.61,801,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,1854.35,1335,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,280,140,741.74,534,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,124,62,741.74,534,2813154,11951688,236,34,4395400,25,20,50,50,8,90,2,100,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,186,93,1112.61,801,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,8,1483.48,1068,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,160,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,6,1112.61,801,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,4,1483.48,1068,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,5,1854.35,1335,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,250,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,4,1483.48,1068,5626308,23903376,472,68,8790800,50,40,100,100,16,180,4,200,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,72,36,1258.92,432,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,110,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,2937.48,1008,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,320,35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,72,36,1258.92,432,4219731,17927532,354,51,6593100,37.5,30,75,75,12,135,3,150,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,504,252,2517.84,864,8439462,35855064,708,102,13186200,75,60,150,150,24,270,6,280,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,588,294,2937.48,1008,9846039,41830908,826,119,15383900,87.5,70,175,175,28,315,7,330,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,375,125,2098.2,720,7032885,29879220,590,85,10988500,62.5,50,125,125,20,225,5,220,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,600,200,3357.12,1152,11252616,47806752,944,136,17581600,100,80,200,200,32,360,8,380,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,675,225,3776.76,1296,12659193,53782596,1062,153,19779300,112.5,90,225,225,36,405,9,460,27
