DMU,State-Zone-Tehsil-Cultivator No.,Main Product (Qtls.),Crop Area (Ha.),Total Human Labour (Hrs.),Total Animal Labour (Hrs.),Hired Machine (Hrs.),Total Machine Hours (Hrs.),Total Fertiliser (Kg.),Manure (Qtl.),Insecticides (Rs.),Miscelaneous Cost (Rs.), Total Capital (Rs.)
2671,Odisha-2-24-3,31.29,1,1154.667,307,0,82,92.48,23,0,0,81540
2672,Odisha-2-24-4,33.22,1,1152,277,0,80,91.28,16,0,0,141114
2673,Odisha-2-24-5,40.51,1.4,1484.667,399,0,114,123.1,28,0,0,128961
2674,Odisha-2-24-6,61.51,1.8,1907.666,411,3,143,156.46,35,0,0,167952
2675,Odisha-2-24-7,82.49,3,2864.333,523,32.5,223,207.54,42,0,0,481596
2676,Odisha-2-24-8,116.45,3.5,3520.666,437,63,278,293.02,24,0,0,224630
2677,Odisha-2-24-9,131.22,4.2,3945,393,80.5,339,339.22,46,0,0,157136.004
2678,Odisha-2-25-1,27.3,0.8,793.667,205,1.3,68,83.1,24,0,0,64575
2679,Odisha-2-25-10,198.1,6,5542.333,819,25,495,390.46,33,0,0,692286
2680,Odisha-2-25-2,17.8,0.5,522.999,112,1.3,42,47.06,15,0,0,55610
2681,Odisha-2-25-3,27.2,0.8,915.667,246,0,66,53.7,15,0,0,58924
2682,Odisha-2-25-4,46.2,1.4,1518.999,388,1.3,117,123.38,25,0,0,113079
2683,Odisha-2-25-5,79.3,2.4,2151.667,357,7.5,204,162.218,23,0,0,284565
2684,Odisha-2-25-6,62.4,2,1969,533,2,162,118.22,38,0,0,122830.58
2685,Odisha-2-25-7,108.6,3.2,3302.334,767,5.5,264,224.6,24,0,0,104817.656
2686,Odisha-2-25-8,122.7,3.6,3302.001,630,11,300,249.432,6,0,0,472400
2687,Odisha-2-25-9,146.1,4,4152,893,11,366,324.56,23,0,0,908851.128
2688,Odisha-2-26-1,24.9,0.8,835,170,8,73,51.6,23,0,392,108906
2689,Odisha-2-26-10,163.802,5.2,4507.001,536,107.5,432,376.2,89,135,3396.28,558124.217
2690,Odisha-2-26-2,26.9,0.8,967.333,230,0,68,54.1,24,0,0,88512
2691,Odisha-2-26-3,62.05,1.8,2013.999,330,69.55,145,147.2,42,250,588,79741.452
2692,Odisha-2-26-4,54.25,1.6,1539.668,350,12,121,126.22,24,0,588,139356
2693,Odisha-2-26-5,67.85,2.2,2154.668,438,13.5,198.2,155.96,30,0,2156,189823.125
2694,Odisha-2-26-6,70.95,2.2,2053.667,373,28,191,139.96,24,0,784,172765
2695,Odisha-2-26-7,85.7,2.6,2634.001,398,35,200,200.06,38,0,2548,229765
2696,Odisha-2-26-8,102.2,3,2778,322,60,264,203.68,24,0,1568,150360
2697,Odisha-2-26-9,126.1,4,3573.001,560,49.5,325,304.16,40,130,739.99,168515.545
2698,Odisha-3-27-1,15.1,0.4,435.667,107,1.5,20,38.58,9,0,0,40338
2699,Odisha-3-27-10,129.1,3.7,3837.666,513,20.75,323,333.62,74,270,0,494895
2700,Odisha-3-27-2,19.6,0.62,752.001,159,2.3,50,58.28,13,0,0,75536
2701,Odisha-3-27-3,54.8,1.64,1799.333,407,5.25,128.2,163.292,29,0,0,133635
2702,Odisha-3-27-4,64.3,1.78,1721.666,80,17.6,140,149.972,37,0,0,18712
2703,Odisha-3-27-5,28.7,0.8,895.001,211,3.75,52,75.904,25,0,0,148143
2704,Odisha-3-27-6,94.3,2.8,2951,562,6,232,262.74,49,280,0,248148
2705,Odisha-3-27-7,108.4,3.2,3143,322,26.55,261,302.32,68,0,0,153220
2706,Odisha-3-27-8,113.2,3.2,3184,40,34.75,263,304.7,74,270,0,110480
2707,Odisha-3-27-9,131.1,3.8,3870.999,582,15.5,321,333.252,76,0,0,259728
2748,Odisha-3-32-1,32.2,0.8,879.001,20,20,70,81.58,18,0,0,13124
2749,Odisha-3-32-10,217.2,5.6,2875.667,48,48.25,455,602.1,0,0,0,134904
2750,Odisha-3-32-2,26.85,0.7,709.666,12,5,75,68.4,0,0,0,32988
2751,Odisha-3-32-3,41.2,1,1025,12,26,83,111.82,0,0,0,53544
2752,Odisha-3-32-4,55.4,1.4,1330,8,36.5,118,159.08,0,0,0,53289
2753,Odisha-3-32-5,121.7,3,2835.666,32,30,258,331.54,0,0,0,70732
2754,Odisha-3-32-6,123,3.2,2857.333,68,29.5,273,356.66,0,0,0,99595
2755,Odisha-3-32-7,139.24,3.4,2647.334,322,22.25,296,369.08,25,0,0,303203.32
2756,Odisha-3-32-8,149.68,3.6,2077.001,346,23,308,404.02,46,0,0,424924.14
2757,Odisha-3-32-9,188,4.8,2434.666,40,41,384,524.04,0,0,0,102440
2768,Odisha-3-34-1,29.48,0.92,1050.667,290,0,79,71.8,22.5,0,0,159144.844
2769,Odisha-3-34-10,183.26,6,3690,294,49.75,481,399.26,52,0,0,833742
2770,Odisha-3-34-2,31.94,0.96,925.667,239,1.75,83,63.18,24,0,0,186616
2771,Odisha-3-34-3,61.22,1.9,1829,379,6,162,130.66,24,0,0,202464
2772,Odisha-3-34-4,63.46,1.99,1833.667,413,8.25,173,129.98,36,0,0,208388
2773,Odisha-3-34-5,98.8,3,2991.999,518,9,252,233.2,25,0,0,236750
2774,Odisha-3-34-6,103.38,3.2,3124.667,590,17.5,250,218.56,64,0,1125,364464.53
2775,Odisha-3-34-7,126.7,4,3990.667,736,18.25,340,260.84,71,0,0,369937.29
2776,Odisha-3-34-8,121.42,4.2,3884.667,711,20.75,370,251.7,54,0,0,497571.468
2777,Odisha-3-34-9,178.78,6,4304.334,626,39.25,487,354.34,73,0,0,829750
2778,Odisha-3-35-1,6.1,0.2,228,50,0,16,15.88,12,0,0,47680
2779,Odisha-3-35-10,91.22,2.8,2521.666,306,30.5,218,224.86,24,0,0,233295
2780,Odisha-3-35-2,19.6,0.6,693.667,147,0.5,47,46.04,24,0,0,76046
2781,Odisha-3-35-3,41.35,1.2,1339.334,238,2,93,100.6,24,0,0,140955
2782,Odisha-3-35-4,46.9,1.4,1506.333,306,1.5,110,115.12,24,0,0,139200
2783,Odisha-3-35-5,70.1,2.2,2214.667,417,6.5,180,177.52,24,0,0,192105
2784,Odisha-3-35-6,77.36,2.3,2230.334,342,17.5,186,182.54,24,0,0,233838
2785,Odisha-3-35-7,89.22,2.7,2714,308,24,212,204.74,24,0,0,207850
2786,Odisha-3-35-8,91.52,2.8,2988.668,517,15,218,244.74,24,0,0,286398
2787,Odisha-3-35-9,112.6,2.8,2540,233,33.5,218,220.54,24,0,0,220850
2788,Odisha-3-36-1,12.79,0.6,551,144,0.5,49,36.9,18,0,0,42326
2789,Odisha-3-36-10,115.8,4.2,3412.334,442,30.3,348,270.18,36,0,0,231704.436
2790,Odisha-3-36-2,19.11,0.7,796.001,184,1.5,58,53.88,24,0,0,97878
2791,Odisha-3-36-3,38.02,1.3,1237.334,258,6,102,101.6,25,0,0,130908
2792,Odisha-3-36-4,35.82,1.2,1134.667,271,5.5,99,89.8,25,0,0,93252
2793,Odisha-3-36-5,44.59,1.6,1641.001,407,2.25,131,117.34,40,0,0,202965
2794,Odisha-3-36-6,52.78,1.9,1821.666,360,8,164,117.44,24,0,0,117920
2795,Odisha-3-36-7,101.44,3.6,2965.001,489,15.25,297,226.02,26,0,0,171480
2796,Odisha-3-36-8,101.81,3.6,3074.334,428,21.5,298,214.98,36,0,0,223656
2797,Odisha-3-36-9,113.13,4,3834.999,594,18.55,324.2,265.62,46,0,0,327864
2798,Odisha-3-37-1,26.9,0.8,915.667,184,16,60,82.22,15,0,0,50494
2799,Odisha-3-37-10,150.6,4.8,3449.333,72,91.5,391,431.8,10,0,0,44635
2800,Odisha-3-37-2,27.15,0.8,932.334,186,16,60,71.12,18,0,0,88263.82
2801,Odisha-3-37-3,42,1.2,1356.334,366,0,100,119.7,24,0,0,96717
2802,Odisha-3-37-4,37.75,1.2,1270.667,364,0,97,95.34,24,0,0,122493
2803,Odisha-3-37-5,50.03,1.6,1683.667,382,32,136,151.32,32,0,0,161148
2804,Odisha-3-37-6,63.8,2,1654.333,301,16.5,154,165.84,34,0,0,124401
2805,Odisha-3-37-7,63,2,2120.999,586,0,168,171.72,39,0,0,168056
2806,Odisha-3-37-8,64.7,2,1640,0,57.25,161,220.64,29,0,0,88326
2807,Odisha-3-37-9,124.1,4,2825.667,16,69.5,329,430.72,0,0,0,80430
2808,Odisha-3-38-1,12.9,0.4,494.334,132,0,34,37.08,11,0,0,39256
2809,Odisha-3-38-10,121.2,4,3918.667,792,8.95,348,269.86,75,200,0,420117.061
2810,Odisha-3-38-2,32.9,0.99,954.333,0,12.15,80,83.48,13,0,0,7467
2811,Odisha-3-38-3,38.4,1.2,1106.667,14,11.7,100,84.9,18,0,0,6120
2812,Odisha-3-38-4,58.8,1.9,1971,522,0,161,132.44,39,0,0,230645.656
2813,Odisha-3-38-5,35.8,1,1001.667,0,11.75,70,99.92,21,0,0,13064
2814,Odisha-3-38-6,56.1,1.6,1534.666,12,17.95,114,143.58,25,0,0,95665
2815,Odisha-3-38-7,27.1,0.8,758.666,0,8.9,67,74.64,19,0,0,10227
2816,Odisha-3-38-8,63.7,1.9,1748.667,0,23.5,150,176.66,40,120,0,8826
2817,Odisha-3-38-9,80.8,2.4,2056.999,16,0,225.5,194.7,22,0,0,1346464
2818,Odisha-3-39-1,20.3,0.62,619,16,18,50,59.72,15,0,0,18988
2819,Odisha-3-39-10,78.2,2.23,2622.334,690,0,147,206.42,49,80,0,474321.64
2820,Odisha-3-39-2,17.2,0.53,620.667,162,0,44,45.28,13,0,0,47964
2821,Odisha-3-39-3,18,0.56,605,176,0,46,47.3,12,0,0,118754
2822,Odisha-3-39-4,34.3,1.07,1240.334,342,0,88,91.58,23,0,0,144696
2823,Odisha-3-39-5,25.6,0.76,853.666,199,2.25,51,66.092,15,80,0,174483.552
2824,Odisha-3-39-6,35.1,1.03,1181,239,22,72,90.94,22,80,0,129687.312
2825,Odisha-3-39-7,52.2,1.44,1587.667,321,3.3,93,139.72,27,80,0,123502.132
2826,Odisha-3-39-8,68.9,2.04,2272,652,0,159,188.14,40,0,0,278584.125
2827,Odisha-3-39-9,103.7,3.1,3359,843,24,216,281.42,55,120,0,443542.58
2828,Odisha-4-40-1,26.91,0.83,739.334,16,5.25,74,73.9,0,0,0,5702
2829,Odisha-4-40-10,148.6,4.48,4432.666,482,21.5,378,325.5,54,0,0,198732
2830,Odisha-4-40-2,28.71,0.94,964.334,220,0,75,66.22,26,0,0,47851.484
2831,Odisha-4-40-3,42.11,1.26,1215.666,16,9,105,96.32,31,0,0,11571
2832,Odisha-4-40-4,47.2,1.34,1269.667,16,9,113,102.8,17,0,0,12044
2833,Odisha-4-40-5,77.13,2.19,2357.333,457,5,184,175.32,24,0,0,64665
2834,Odisha-4-40-6,97.36,2.85,2871.667,446,10,243,221.22,32,0,0,146682.672
2835,Odisha-4-40-7,110.5,3.14,3064.333,330,17.5,267,246.8,42,0,0,120348.244
2836,Odisha-4-40-8,115.66,3.46,3306.667,321,19.5,306,299.6,32,0,0,181715
2837,Odisha-4-40-9,150.54,4.34,4988.003,629,21.5,381,345.94,60,0,0,331105.686
2838,Odisha-4-41-1,23.5,0.72,802,220,0,68,71.88,20,0,0,88140
2839,Odisha-4-41-10,75.351,2.44,2408,329,38.5,211,175.22,40,0,0,474520
2840,Odisha-4-41-2,26,0.84,805,230,0,82,55.42,22,0,0,118612
2841,Odisha-4-41-3,39.2,1.28,1271,314,20,114.2,92.1,24,0,0,102624
2842,Odisha-4-41-4,54.6,1.8,1894.001,465,20,172,129.38,29,0,0,236824
2843,Odisha-4-41-5,63.6,2.18,2017.332,373,48,207,159.9,39,0,0,239828
2844,Odisha-4-41-6,63,2,2095.666,470,36,183,146.76,43,0,0,373592
2845,Odisha-4-41-7,71.5,2.48,2235.667,382,22.8,215,179.15,48,0,0,399835
2846,Odisha-4-41-8,77.6,2.56,2366.333,317,59.25,219,166.88,50,200,0,436780
2847,Odisha-4-41-9,81.7,2.2,1599,186,43.5,175,153.56,37,0,0,258924
2848,Odisha-4-42-1,30,0.8,794,0,22.75,62,90.64,8,420,0,15066
2849,Odisha-4-42-10,119.15,3,3102.999,8,89,209,286.1,55,130,0,138245
2850,Odisha-4-42-2,32.5,0.8,803.334,0,21.75,62,85.9,0,0,0,12998
2851,Odisha-4-42-3,39.09,1,1176,232,16,78,103.02,36,420,0,46860.957
2852,Odisha-4-42-4,48.8,1.2,1240,8,35.25,94,138.8,0,210,0,23511
2853,Odisha-4-42-5,63.92,1.6,1697.666,166,39.5,127,139.6,41,0,0,52472.22
2854,Odisha-4-42-6,61.8,1.6,1805.334,8,51.25,127,142.6,34,378,0,36663
2855,Odisha-4-42-7,71.08,1.8,2142.334,419,36,136,175.44,40,450,0,49548.954
2856,Odisha-4-42-8,82.15,2,2283,376,45,152,189.6,53,210,0,138047.188
2857,Odisha-4-42-9,82.69,2,2053.335,0,55.44,155,209.22,0,210,0,9764
2860,Odisha-4-43-2,21,0.6,620,8,17.9,49,59.24,10,0,0,8740
2862,Odisha-4-43-4,43,1.2,1117.334,32.7,34.5,97,94.66,23,0,0,4970
2868,Odisha-4-44-1,16.55,0.6,570,194,0,53,32.7,24,0,0,34648
2869,Odisha-4-44-10,38.3,1.6,1415,498,0,143,69.5,24,0,0,59379
2870,Odisha-4-44-2,16.35,0.6,567.334,194,0,54,31.2,30,0,0,34484.872
2871,Odisha-4-44-3,28.7,1,966.666,314,0,89,48.4,24,0,0,33364
2872,Odisha-4-44-4,28.6,1,955.334,310,0,88,48,50,0,0,43066.07
2873,Odisha-4-44-5,28.3,1,880,310,0,89,49.48,24,0,0,40752
2874,Odisha-4-44-6,28.2,1,929.333,314,0,89,55.1,40,0,0,60698.742
2875,Odisha-4-44-7,31.3,1.2,1130,408,0,103,57.52,48,0,0,83890
2876,Odisha-4-44-8,34.45,1.2,1172.666,400,0,104,65.52,50,0,0,55256.196
2877,Odisha-4-44-9,41.3,1.6,1438,494,0,143,73.8,40,0,0,56003.454
2878,Odisha-4-45-1,13.6,0.4,467.333,133,0,32,30.76,16,0,0,41358
2879,Odisha-4-45-10,249,6.8,7006.334,1152,70.5,543,552.474,48,0,0,1196040
2880,Odisha-4-45-2,13.5,0.4,468.333,116,0,32,30.52,11,0,0,97574
2881,Odisha-4-45-3,35.3,1,1174.333,303,0,80,77.9,22,0,0,126520.605
2882,Odisha-4-45-4,41.2,1.2,1361,354,0,99,90.12,24,0,0,150450
2883,Odisha-4-45-5,84.2,2.3,2646,653,0,188,182.78,38,0,0,156040
2884,Odisha-4-45-6,111.8,3.2,3601.334,865,0,254,251.887,38,0,0,476245
2885,Odisha-4-45-7,140.8,4,3614.666,429,63,318,310.84,64,0,0,387431.412
2886,Odisha-4-45-8,215.6,5.7,5971.667,895,48,454,482.9,110,0,0,833658
2887,Odisha-4-45-9,226,6.3,6449.335,1036,48.5,496,509.06,48,0,0,1193176
3175,Tamil Nadu-2-10-1,30.75,0.8,474.667,0,11,70,264,0,600,0,24890
3247,Tamil Nadu-2-8-3,45,0.93,491,0,9,90,237.1,0,1910,0,21072
3248,Tamil Nadu-2-8-4,15,0.4,290,0,3,30,91.8,0,685,0,24037
3249,Tamil Nadu-2-8-5,27.75,0.6,423,0,5,50,179.24,0,2135,0,23052
3306,Tamil Nadu-3-22-2,33.8,0.81,304,0,10.75,60,186,0,2500,750,13911
3355,Tamil Nadu-4-28-2,27,0.97,421,0,12,75,243.1,0,2005,909,855
3403,Tamil Nadu-4-39-1,40.5,0.71,409,5,17.5,40,155.48,15,3178,0,4540
3404,Tamil Nadu-4-39-10,70.4,1.26,725.667,8,28.5,75,266.8,28,5523,0,7858
3405,Tamil Nadu-4-39-2,42.1,0.76,442.333,5,18.75,45,152.4,18,3229,0,3748
3406,Tamil Nadu-4-39-3,63.8,1.14,692.667,8,30.5,70,209.2,30,5247,0,4612
3407,Tamil Nadu-4-39-4,43.95,0.81,482.333,5.5,19.75,50,170.7,18,3864,0,5374
3408,Tamil Nadu-4-39-5,154.3,2.74,1146,15,60,180,709.8,70,10900,0,2579
3409,Tamil Nadu-4-39-6,103.4,1.85,899.667,10,39.5,120,365.2,50,8832,0,4860
3410,Tamil Nadu-4-39-7,127.6,2.35,1302,16,54,150,472.9,56,10184,0,10112
3411,Tamil Nadu-4-39-8,77.6,1.41,651.333,10,29,85,245,35,6048,0,2151
3412,Tamil Nadu-4-39-9,37.6,0.69,407,4,8.5,48,121.5,15,3318,0,457031
3437,Tamil Nadu-5-45-1,22,0.6,398,1.5,16.5,50,134.7,20,1554,0,2026
3438,Tamil Nadu-5-45-10,407,6.47,3240.833,19,97,606,1217.3,130,21820,0,174584
3439,Tamil Nadu-5-45-2,40,0.72,508,2,20,60,148.4,20,1865,0,3338
3440,Tamil Nadu-5-45-3,72.5,1.21,715.834,3,28.5,75,248.85,35,3375,0,1938
3441,Tamil Nadu-5-45-4,88.5,1.61,868.833,4,42,120,343.2,40,5505,0,2900
3442,Tamil Nadu-5-45-5,122,2.02,1043.667,5,50.95,150,455,50,6920,0,2660
3443,Tamil Nadu-5-45-6,135,2.43,1251.667,6.5,65,180,520.6,50,6743,0,1144
3444,Tamil Nadu-5-45-7,170,2.63,1271,7.5,34.5,230.5,538.6,70,9490,0,339660
3445,Tamil Nadu-5-45-8,184,3.56,1820.5,9,85.5,270,764,80,11020,0,2620
3446,Tamil Nadu-5-45-9,208,3.44,1640.334,9,46.5,310,615.6,60,11125,0,245954
3447,Tamil Nadu-5-46-1,44.5,0.8,365,0,9,60,134,30,600,0,217
3448,Tamil Nadu-5-46-10,193.5,3.46,1532.333,0,40.5,266,570.24,115,3970,0,39136
3449,Tamil Nadu-5-46-2,44.45,0.8,416.666,0,9,60,133.08,20,665,0,684
3450,Tamil Nadu-5-46-3,61.5,1.12,661.334,0,16,85,187.6,75,840,0,3620
3451,Tamil Nadu-5-46-5,114.7,2.02,963.667,0,23.5,150,331.4,75,2950,0,3190
3452,Tamil Nadu-5-46-6,116,2.02,1003.333,0,25,150,335,75,3500,0,748
3453,Tamil Nadu-5-46-7,50.5,0.96,570.334,0,12.25,72,159.88,40,680,0,5586
3454,Tamil Nadu-5-46-8,86.2,1.54,665,0,18,115,254.6,60,1200,0,2144
3455,Tamil Nadu-5-46-9,136.5,2.42,1128.333,0,28,180,402,85,4200,0,6600
3459,Tamil Nadu-6-60-1,15,0.26,255,0,4.5,6,67,0,270,0,1364
3460,Tamil Nadu-6-60-2,21,0.35,377.333,0,4,10,74,0,270,0,2146
3462,Tamil Nadu-6-60-5,31,0.61,431,0,6.5,15,108.8,0,365,0,2574
3463,Tamil Nadu-6-60-8,25,0.6,428.667,0,7,15,122.6,0,1325,0,3686
3551,Uttar Pradesh-3-16-10,43,0.98,926,0,0,9,202.8,0,0,0,444960
3553,Uttar Pradesh-3-16-3,21,0.48,439,0,0,89,95.9,0,0,0,299508
3554,Uttar Pradesh-3-16-4,20,0.4,396.667,0,3.5,0,82.6,0,0,0,45505
3555,Uttar Pradesh-3-16-5,35,0.72,713,0,0,5.25,147.3,0,0,0,738644
3556,Uttar Pradesh-3-16-6,30,0.66,623.333,0,0,5.25,138.1,0,0,0,746454
3557,Uttar Pradesh-3-16-7,55,1.25,1079,0,0,10.5,269.3,0,0,0,492540
3558,Uttar Pradesh-3-16-8,39,0.91,828.334,0,0,8.5,180.8,0,0,0,780162
3559,Uttar Pradesh-3-16-9,46,1.05,970.666,0,0,9,216.1,0,0,0,616090
3585,Uttar Pradesh-4-21-7,8,0.32,206.917,0,2.25,0,44,0,0,0,43229
3608,Uttar Pradesh-4-24-4,44,1.23,896,0,8,0,198,0,1000,0,3802
3609,Uttar Pradesh-4-24-5,20,0.8,639,0,5,0,92,0,580,0,61628
3610,Uttar Pradesh-4-24-6,70,1.68,734,0,7,14,226.5,0,1950,0,177138
3612,Uttar Pradesh-4-24-8,26,1.3,847.5,0,10,0,221,0,800,0,46446
3613,Uttar Pradesh-4-24-9,54.5,1.44,907,0,5,4,178,0,900,0,33808
3635,Uttar Pradesh-5-28-2,5,0.4,247,0,2,0,46,0,0,0,9560
3641,Uttar Pradesh-5-29-1,70,1.75,801.333,0,0,13,220,0,0,0,484475
3642,Uttar Pradesh-5-29-10,197,5.05,3036,0,0,49.8,836,0,0,0,3710640
3643,Uttar Pradesh-5-29-2,54,1.33,750.334,0,5.5,7,264.8,0,0,0,340400
3644,Uttar Pradesh-5-29-3,13,0.33,186,0,2,0,55,0,0,0,35125
3645,Uttar Pradesh-5-29-4,45,0.95,486.5,0,9.5,0,220,0,0,0,50320
3646,Uttar Pradesh-5-29-5,60,1.5,765.333,0,12,0,165,0,0,0,59342
3647,Uttar Pradesh-5-29-6,50,1.28,628.667,0,6,6,220,0,0,0,174305
3648,Uttar Pradesh-5-29-7,108,2.4,1212,0,18,0,298,0,0,0,176810
3649,Uttar Pradesh-5-29-8,80,2.24,1305.334,0,0,22,298,0,0,0,634280
3650,Uttar Pradesh-5-29-9,26,0.71,386.666,0,3,4,142,0,0,0,498760
3651,Uttar Pradesh-5-30-1,12,0.2,179,0,1,0,23,0,0,0,7375
3653,Uttar Pradesh-5-30-2,15,0.28,206.5,0,1.5,0,27,0,0,0,34985
3654,Uttar Pradesh-5-30-4,17.5,0.32,186,0,4,0,60,0,0,0,9620
3655,Uttar Pradesh-5-30-5,8,0.16,156,0,1,0,23,0,0,0,38722
3656,Uttar Pradesh-5-30-6,29.5,0.56,221.25,0,4.25,0,54.3,0,0,0,89235
3657,Uttar Pradesh-5-30-7,29,0.52,535.25,32,1.25,0,73.1,0,0,0,104380
3658,Uttar Pradesh-5-30-8,75,1.39,506.25,0,11.25,0,254,0,0,0,46390
3659,Uttar Pradesh-5-30-9,65,1.08,449.5,0,10.5,0,215,0,0,0,309690
3675,Uttar Pradesh-5-36-1,28,0.56,251,0,2,0,111,0,0,0,21590
3676,Uttar Pradesh-5-36-10,100,2,1111,0,0,11,390,0,1200,0,622370
3677,Uttar Pradesh-5-36-2,29,0.6,290.5,0,3,0,35.5,0,0,0,32780
3678,Uttar Pradesh-5-36-3,20,0.4,288,0,2,0,66.5,0,200,0,13590
3679,Uttar Pradesh-5-36-4,60,1.2,508,0,6,0,188,0,500,0,18505
3680,Uttar Pradesh-5-36-5,60,1.2,740.5,0,0,6,275,0,800,0,446640
3681,Uttar Pradesh-5-36-6,40,0.8,378,0,4,0,110,0,500,0,19080
3682,Uttar Pradesh-5-36-7,40,0.8,445,0,4,0,133,0,500,0,33850
3683,Uttar Pradesh-5-36-8,40,0.8,385,0,4,0,64.92,0,500,0,15855
3684,Uttar Pradesh-5-36-9,40,0.8,459,0,4,0,156,0,500,0,21685
3838,Uttar Pradesh-9-63-1,18,0.5,326,0,2,0,97.2,0,0,0,39820
3840,Uttar Pradesh-9-63-2,17,0.45,342.5,0,1.5,0,79.3,0,0,0,95640
3842,Uttar Pradesh-9-63-4,53,1.5,541.083,0,7.75,0,259,0,0,0,77820
3848,Uttar Pradesh-9-65-1,18,0.62,362.001,0,4,0,203,0,0,0,51900
3849,Uttar Pradesh-9-65-10,63,2.25,1088.667,0,9,0,628.5,0,0,0,5908
3850,Uttar Pradesh-9-65-2,25,0.88,461.333,0,5,0,245.6,0,0,0,23040
3851,Uttar Pradesh-9-65-3,28,1,522.667,0,6,0,282,0,0,0,24384
3852,Uttar Pradesh-9-65-4,45,1.6,827.167,0,4.5,0,424,0,0,0,144226
3853,Uttar Pradesh-9-65-5,42,1.5,794,0,9,0,423,0,0,0,23866
3854,Uttar Pradesh-9-65-6,60,2.03,1000,0,8,0,562,0,0,0,25016
3855,Uttar Pradesh-9-65-7,42,1.5,836.667,0,6,0,354,0,0,0,7510
3856,Uttar Pradesh-9-65-8,59,1.85,1119.666,0,8,0,499.4,0,0,0,54400
3857,Uttar Pradesh-9-65-9,64,2.25,1190.333,0,9,0,588.8,0,0,0,45564
3953,Uttarakhand-1-1-3,5.8,0.16,175.667,24,0,0,15.6,2,0,0,21435.641
3954,Uttarakhand-1-1-4,15.5,0.4,339.667,52,0,0,55,6.5,0,0,40436.16
3955,Uttarakhand-1-1-5,11,0.32,230.667,24,0,0,42.2,4,0,0,16392.943
3956,Uttarakhand-1-1-6,15,0.4,287.667,40,0,0,48.6,4,0,0,17699.461
3977,Uttarakhand-2-3-9,186.2,2.95,1103.75,0,7.25,35,618,0,4950,0,272047
3980,West Bengal-2-1-1,19.2,0.39,298,6,3,15,61.34,10,1290,0,4689
3981,West Bengal-2-1-10,82.3,1.72,969.584,101,10.25,68,232.04,67.5,5920,0,36116
3982,West Bengal-2-1-2,22.8,0.51,394,30,5,19,89.14,21.5,1688,0,8404
3983,West Bengal-2-1-3,45.5,0.96,769.166,60,5.5,38,129.46,37.5,3454,0,176723.19
3984,West Bengal-2-1-4,36.2,0.75,429.166,45,4.25,29,130.94,33,2802,0,3526
3985,West Bengal-2-1-5,48.1,1,771,49,5.86,40,186.04,41,3652,0,96426
3986,West Bengal-2-1-6,60.4,1.28,907.667,85,7.5,61.7,146.92,45,3594,0,71428
3987,West Bengal-2-1-7,52.3,1.04,688.917,69,6,40,185.06,65.05,3792,0,142140
3988,West Bengal-2-1-8,86.4,1.47,1106.833,102,5.75,56,275.74,60.5,5106,0,242040
3989,West Bengal-2-1-9,59.7,1.28,792.084,78,7.25,61.5,219.72,50,4744,0,97624
3990,West Bengal-2-2-1,3.75,0.1,84.5,0,2.5,5,8.78,0,143,0,655
3991,West Bengal-2-2-10,68.2,1.46,1735,170.5,4,84,117.707,75,1730,0,185035
3992,West Bengal-2-2-2,3.7,0.1,74.667,1,2.5,5,7.76,0,180,0,596.5
3993,West Bengal-2-2-3,40.2,1.01,895.5,78,4.5,53,89.94,15,560,0,304320
3994,West Bengal-2-2-4,40.8,1.08,1065.5,96,5,53,74.92,37.2,420,0,247800
3995,West Bengal-2-2-5,39.42,1.05,821,7.5,13.5,39.5,75.43,0,525,0,21714.68
3996,West Bengal-2-2-6,51.67,1.4,1209,10.5,10.5,64,96.83,0,608,0,89125
3997,West Bengal-2-2-7,29.34,0.79,632.5,7,12,38,57.6,0,420,0,5020
3998,West Bengal-2-2-8,68.75,1.84,1337,12.5,17,85,143.84,0,1740,0,146235.91
3999,West Bengal-2-2-9,48.31,1.32,1184.667,136,2.5,60,79.32,49,1160,0,408187.782
4000,West Bengal-2-3-1,16.8,0.4,561,0,3,18,37.8,0,0,0,240
4001,West Bengal-2-3-10,72.3,1.81,2091,0,10.5,75,150.58,0,0,0,27060
4002,West Bengal-2-3-2,21.5,0.53,716,0,4,24,50.6,0,0,0,440
4003,West Bengal-2-3-3,45.5,1.07,1426,0,7,48,105.36,0,0,0,6468
4004,West Bengal-2-3-4,57.9,1.33,1750,0,7.5,60,151.5,0,0,0,5505
4005,West Bengal-2-3-5,55.5,1.33,1725,0,8,60,131.3,0,0,0,7230
4006,West Bengal-2-3-6,76,1.87,2604,252,0,84,183.88,0,0,0,76612
4007,West Bengal-2-3-7,70.1,1.67,2276,195,1,75,172.8,0,0,0,112880.004
4008,West Bengal-2-3-8,67,1.6,2010.5,0,9.5,72,164.3,0,0,0,30675
4009,West Bengal-2-3-9,85.8,2.13,2662,0,12.5,96,209.2,0,0,0,56650.905
4032,West Bengal-2-6-2,31.15,0.65,540.834,33,3.75,30.85,95.5,25,2585,0,30288
4039,West Bengal-2-6-9,63.05,1.65,1211.967,78,10,88.8,293.94,85,5607,0,160221.764
4040,West Bengal-2-7-1,14.4,0.4,321,0,2,18,50.4,50,0,0,199
4041,West Bengal-2-7-10,58.89,1.53,1299.05,0,9.55,76,252.97,0,825,0,50808
4042,West Bengal-2-7-2,26.31,0.73,530,0,4,35,104,0,0,0,286
